target_station_id,date,hour,period,pickup,dropoff,is_empty_0,is_empty_1,is_full_0,is_full_1
3237,2017-02-07,19,1,0,0,0,30,30,0
3237,2017-02-07,19,2,0,0,0,30,30,0
3237,2017-02-07,20,1,0,0,0,30,30,0
3237,2017-02-07,20,2,0,0,0,30,30,0
3237,2017-02-07,21,1,0,0,0,30,30,0
3237,2017-02-07,21,2,0,0,0,30,30,0
3237,2017-02-07,22,1,0,0,0,30,30,0
3237,2017-02-07,22,2,0,0,0,30,30,0
3237,2017-02-07,23,1,0,0,0,30,30,0
3237,2017-02-07,23,2,0,0,0,30,30,0
3237,2017-02-08,0,1,0,0,0,30,30,0
3237,2017-02-08,0,2,0,0,0,30,30,0
3237,2017-02-08,1,1,0,0,0,30,30,0
3237,2017-02-08,1,2,0,0,0,30,30,0
3237,2017-02-08,2,1,0,0,0,30,30,0
3237,2017-02-08,2,2,0,0,0,30,30,0
3237,2017-02-08,3,1,0,0,0,30,30,0
3237,2017-02-08,3,2,0,0,0,30,30,0
3237,2017-02-08,4,1,0,0,0,30,30,0
3237,2017-02-08,4,2,0,0,0,30,30,0
3237,2017-02-08,5,1,0,0,0,30,30,0
3237,2017-02-08,5,2,0,0,0,30,30,0
3237,2017-02-08,6,1,0,0,0,30,30,0
3237,2017-02-08,6,2,0,0,0,30,30,0
3237,2017-02-08,7,1,0,0,0,30,30,0
3237,2017-02-08,7,2,0,0,0,30,30,0
3237,2017-02-08,8,1,0,0,0,30,30,0
3237,2017-02-08,8,2,0,0,0,30,30,0
3237,2017-02-08,9,1,0,0,0,30,30,0
3237,2017-02-08,9,2,0,0,0,30,30,0
3237,2017-02-08,10,1,0,0,0,30,30,0
3237,2017-02-08,10,2,0,0,0,30,30,0
3237,2017-02-08,11,1,0,0,0,30,30,0
3237,2017-02-08,11,2,0,0,0,30,30,0
3237,2017-02-08,12,1,0,0,0,30,30,0
3237,2017-02-08,12,2,0,0,0,30,30,0
3237,2017-02-08,13,1,0,0,0,30,30,0
3237,2017-02-08,13,2,0,0,0,30,30,0
3237,2017-02-08,14,1,0,0,0,30,30,0
3237,2017-02-08,14,2,0,0,0,30,30,0
3237,2017-02-08,15,1,0,0,0,30,30,0
3237,2017-02-08,15,2,0,0,0,30,30,0
3237,2017-02-08,16,1,0,0,0,30,30,0
3237,2017-02-08,16,2,0,0,0,30,30,0
3237,2017-02-08,17,1,0,0,0,30,30,0
3237,2017-02-08,17,2,0,0,0,30,30,0
3237,2017-02-08,18,1,0,0,0,30,30,0
3237,2017-02-08,18,2,0,0,0,30,30,0
3237,2017-02-08,19,1,0,0,0,30,30,0
3237,2017-02-08,19,2,0,0,0,30,30,0
3237,2017-02-08,20,1,0,0,0,30,30,0
3237,2017-02-08,20,2,0,0,0,30,30,0
3237,2017-02-08,21,1,0,0,0,30,30,0
3237,2017-02-08,21,2,0,0,0,30,30,0
3237,2017-02-08,22,1,0,0,0,30,30,0
3237,2017-02-08,22,2,0,0,0,30,30,0
3237,2017-02-08,23,1,0,0,0,30,30,0
3237,2017-02-08,23,2,0,0,0,30,30,0
3237,2017-02-09,0,1,0,0,0,30,30,0
3237,2017-02-09,0,2,0,0,0,30,30,0
3237,2017-02-09,1,1,0,0,0,30,30,0
3237,2017-02-09,1,2,0,0,0,30,30,0
3237,2017-02-09,2,1,0,0,0,30,30,0
3237,2017-02-09,2,2,0,0,0,30,30,0
3237,2017-02-09,3,1,0,0,0,30,30,0
3237,2017-02-09,3,2,0,0,0,30,30,0
3237,2017-02-09,4,1,0,0,0,30,30,0
3237,2017-02-09,4,2,0,0,0,30,30,0
3237,2017-02-09,5,1,0,0,0,30,30,0
3237,2017-02-09,5,2,0,0,0,30,30,0
3237,2017-02-09,6,1,0,0,0,30,30,0
3237,2017-02-09,6,2,0,0,0,30,30,0
3237,2017-02-09,7,1,0,0,0,30,30,0
3237,2017-02-09,7,2,0,0,0,30,30,0
3237,2017-02-09,8,1,0,0,0,30,30,0
3237,2017-02-09,8,2,0,0,0,30,30,0
3237,2017-02-09,9,1,0,0,0,30,30,0
3237,2017-02-09,9,2,0,0,0,30,30,0
3237,2017-02-09,10,1,0,0,0,30,30,0
