obj:,7.123897308178905
unsatisfied:,0.9998934650453405
travel distance:,6.124003843133565
clock time,258.65911388397217
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,3.0,0,0,0,-0.0,3.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,7.000315343465797,0,0,0,-9.0,7.000315343465797
0,-1,15,40.716629,-73.982616,40.71173107,-73.99193043,3.0,2.0,-1.0,0,0,3.0,-1.0
1,-1,16,40.716629,-73.982616,40.72110063,-73.9919254,7.000315343465797,9.000315343465797,2.0,0,0,7.000315343465797,2.0000000000000004
1,0,4,40.72430527,-73.99600983,40.72317958,-73.99480012,4.0,9.0,5.0,0.0,0.0,1.0,5.0
1,1,12,40.718822,-73.99596,40.71893904,-73.99266288,12.0,3.0,-9.0,0.0,0.0,3.0,-9.0
1,2,6,40.73331967,-73.99510132,40.73543934,-73.99453948,7.0002130699093215,25.0,18.0,0.0,0.0,3.9998977264435247,17.99978693009068
1,3,2,40.73143724,-73.99490342,40.73331967,-73.99510132,3.0003153434657963,7.0002130699093215,4.0,0.0,0.0,-2.0,3.9998977264435247
1,4,1,40.72317958,-73.99480012,40.718822,-73.99596,9.0,12.0,3.0,0.0,0.0,5.0,3.0
1,5,13,40.73971301,-73.99456405,40.73726186,-73.99238967,0.0,1.9999659088145083,2.0,1.999786930090681,0.0,-24.999999999999996,1.9999659088145094
1,6,5,40.73543934,-73.99453948,40.73971301,-73.99456405,25.0,0.0,-27.0,0.0,1.999786930090681,17.99978693009068,-24.999999999999996
1,7,17,40.7158155,-73.99422366,40.71605866,-73.99190759,3.0,9.0,6.0,0.0,0.0,-6.0,6.0
1,8,0,40.72903917,-73.99404649,40.72430527,-73.99600983,3.0,4.0,1.0,0.0,0.0,3.0,1.0
0,9,11,40.71076228,-73.99400398,40.71406667,-73.99293911,5.0,0.0,-5.0,0.0,0.0,3.0,-5.0
1,10,3,40.72743423,-73.99379025,40.73143724,-73.99490342,5.000315343465797,3.0003153434657963,-2.0,0.0,0.0,-4.0,-2.0
0,11,17,40.71406667,-73.99293911,40.71605866,-73.99190759,0.0,0.0,6.0,0.0,0.0,-5.0,0.0
1,12,17,40.71893904,-73.99266288,40.71605866,-73.99190759,3.0,9.0,6.0,0.0,0.0,-9.0,6.0
1,13,14,40.73726186,-73.99238967,40.73492695,-73.99200509,1.9999659088145083,0.0,-2.0,0.0,0.0,1.9999659088145094,-1.9999659088145085
1,14,8,40.73492695,-73.99200509,40.72903917,-73.99404649,0.0,3.0,3.0,0.0,0.0,-1.9999659088145085,3.0
0,15,9,40.71173107,-73.99193043,40.71076228,-73.99400398,2.0,5.0,3.0,0.0,0.0,-1.0,3.0
1,16,10,40.72110063,-73.9919254,40.72743423,-73.99379025,9.000315343465797,5.000315343465797,-4.0,0.0,0.0,2.0000000000000004,-4.0
0,17,-2,40.71605866,-73.99190759,40.716629,-73.982616,0.0,0.0,0,0,0,0.0,-0.0
1,17,-2,40.71605866,-73.99190759,40.716629,-73.982616,9.0,0.0,0,0,0,6.0,-9.0
1,17,7,40.71605866,-73.99190759,40.7158155,-73.99422366,9.0,3.0,-6.0,0.0,0.0,6.0,-6.0
