obj:,8.642988026439438
unsatisfied:,2.0
travel distance:,6.642988026439438
clock time,98.35940098762512
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-24.999977867867763,0.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,25.0,23.999975185971895,0,0,0,15.00006900240569,-1.0000248140281052
0,-1,0,40.716629,-73.982616,40.7208736,-73.98085795,0.0,12.99998495015008,13.0,0,0,0.0,12.99998495015008
1,-1,11,40.716629,-73.982616,40.722055,-73.989111,23.999975185971895,25.0,6.0,0,0,-1.0000248140281052,1.0
1,0,-2,40.7208736,-73.98085795,40.716629,-73.982616,9.99993099759431,25.0,0,0,0,1.5049849919253282e-05,15.00006900240569
0,0,9,40.7208736,-73.98085795,40.72217444,-73.98368779,12.99998495015008,18.999934488888588,6.0,0.0,0.0,12.99998495015008,5.99998583543537
1,1,14,40.72743423,-73.99379025,40.72903917,-73.99404649,12.99999999999835,18.99999999999799,6.0,0.0,0.0,-11.000000000000353,5.999999999999639
1,2,12,40.72621788,-73.98379855,40.72453734,-73.98185424,10.999915947744391,2.999915947744391,-8.0,0.0,0.0,3.0,-8.0
0,3,12,40.72955361,-73.98057249,40.72453734,-73.98185424,25.0,25.0,-8.0,0.0,0.0,3.0,0.0
1,4,1,40.72317958,-73.99480012,40.72743423,-73.99379025,23.999999999998703,12.99999999999835,-11.0,0.0,0.0,2.999999999999197,-11.000000000000353
1,5,4,40.72229346,-73.99147535,40.72317958,-73.99480012,20.999999999999506,23.999999999998703,3.0,0.0,0.0,-4.000000000000494,2.999999999999197
1,6,7,40.73331967,-73.99510132,40.73454567,-73.99074142,15.999999999997474,3.999915947744391,-34.0,0.0,0.0,-3.000000000000515,-12.000084052253083
0,7,8,40.73454567,-73.99074142,40.734232,-73.986923,2.00000000000081,22.0,20.0,0.0,0.0,-21.999915947746914,19.99999999999919
1,7,13,40.73454567,-73.99074142,40.72953837,-73.98426726,3.999915947744391,7.999915947744391,4.0,0.0,0.0,-12.000084052253083,4.0
0,8,3,40.734232,-73.986923,40.72955361,-73.98057249,22.0,25.0,3.0,0.0,0.0,19.99999999999919,3.0
0,9,11,40.72217444,-73.98368779,40.722055,-73.989111,18.999934488888588,19.999915947748296,6.0,0.0,4.0,5.99998583543537,1.0
1,10,0,40.72082834,-73.97793172,40.7208736,-73.98085795,9.999915947744391,9.99993099759431,13.0,0.0,0.0,7.0,1.5049849919253282e-05
1,11,5,40.722055,-73.989111,40.72229346,-73.99147535,25.0,20.999999999999506,-4.0,4.0,0.0,1.0,-4.000000000000494
0,11,15,40.722055,-73.989111,40.73261787,-73.99158043,19.999915947748296,23.999915947747724,4.0,4.0,0.0,1.0,3.999999999999428
0,12,-2,40.72453734,-73.98185424,40.716629,-73.982616,25.0,0.0,0,0,0,0.0,-24.999977867867763
1,12,10,40.72453734,-73.98185424,40.72082834,-73.97793172,2.999915947744391,9.999915947744391,7.0,0.0,0.0,-8.0,7.0
1,13,2,40.72953837,-73.98426726,40.72621788,-73.98379855,7.999915947744391,10.999915947744391,3.0,0.0,0.0,4.0,3.0
1,14,6,40.72903917,-73.99404649,40.73331967,-73.99510132,18.99999999999799,15.999999999997474,-3.0,0.0,0.0,5.999999999999639,-3.000000000000515
0,15,7,40.73261787,-73.99158043,40.73454567,-73.99074142,23.999915947747724,2.00000000000081,-34.0,0.0,0.0,3.999999999999428,-21.999915947746914
