obj:,5.983955090811762
unsatisfied:,-1.331936544042397e-07
travel distance:,5.983955224005416
clock time,7198.308443069458
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,25.0,15.000000266666643,0,0,0,25.0,-9.999999733333357
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,25.0,20.000000266666646,0,0,0,1.9999997333333432,-4.999999733333354
0,-1,2,40.716629,-73.982616,40.72299208,-73.97995466,15.000000266666643,19.00000026666664,4.0,0,0,-9.999999733333357,3.9999999999999982
1,-1,6,40.716629,-73.982616,40.72066442,-73.98517977,20.000000266666646,23.000000266666653,3.0,0,0,-4.999999733333354,3.000000000000007
1,0,11,40.72903917,-73.99404649,40.7262807,-73.98978041,24.000000266666657,6.000000266666664,-18.0,0.0,0.0,9.0,-17.999999999999993
1,1,14,40.73261787,-73.99158043,40.73223272,-73.98889957,12.000000266666664,5.000000266666664,-7.0,0.0,0.0,6.0,-7.0
0,2,3,40.72299208,-73.97995466,40.72521311,-73.97768752,19.00000026666664,22.00000026666664,3.0,0.0,0.0,3.9999999999999982,2.9999999999999982
0,3,12,40.72521311,-73.97768752,40.72740794,-73.98142006,22.00000026666664,16.00000026666664,-6.0,0.0,0.0,2.9999999999999982,-6.0
1,4,13,40.72019576,-73.98997825,40.72110063,-73.9919254,21.000000266666653,18.00000026666666,-3.0,0.0,0.0,-2.0000000000000018,-2.9999999999999956
1,5,0,40.72502876,-73.99069656,40.72903917,-73.99404649,15.000000266666657,24.000000266666657,9.0,0.0,0.0,-3.0,9.0
0,6,-2,40.72066442,-73.98517977,40.716629,-73.982616,0.0,25.0,0,0,0,0.0,25.0
1,6,-2,40.72066442,-73.98517977,40.716629,-73.982616,23.000000266666653,25.0,0,0,0,3.000000000000007,1.9999997333333432
1,6,4,40.72066442,-73.98517977,40.72019576,-73.98997825,23.000000266666653,21.000000266666653,-2.0,0.0,0.0,3.000000000000007,-2.0000000000000018
0,7,6,40.72467721,-73.98783413,40.72066442,-73.98517977,0.0,0.0,3.0,0.0,0.0,-5.0,0.0
1,8,6,40.72621788,-73.98379855,40.72066442,-73.98517977,20.00000026666665,23.000000266666653,3.0,0.0,0.0,2.9999999999999996,3.000000000000007
0,9,10,40.72955361,-73.98057249,40.72779126,-73.98564945,25.00000026416664,5.0,-28.0,0.0,0.0,9.0,-20.00000026666664
0,10,7,40.72779126,-73.98564945,40.72467721,-73.98783413,5.0,0.0,-5.0,0.0,0.0,-20.00000026666664,-5.0
1,10,8,40.72779126,-73.98564945,40.72621788,-73.98379855,17.00000026666665,20.00000026666665,3.0,0.0,0.0,-7.9999997333333575,2.9999999999999996
1,11,1,40.7262807,-73.98978041,40.73261787,-73.99158043,6.000000266666664,12.000000266666664,6.0,0.0,0.0,-17.999999999999993,6.0
0,12,9,40.72740794,-73.98142006,40.72955361,-73.98057249,16.00000026666664,25.00000026416664,9.0,0.0,0.0,-6.0,9.0
1,13,5,40.72110063,-73.9919254,40.72502876,-73.99069656,18.00000026666666,15.000000266666657,-3.0,0.0,0.0,-2.9999999999999956,-3.0
1,14,15,40.73223272,-73.98889957,40.73221853,-73.98165557,5.000000266666664,25.0,20.0,0.0,-2.663873088084794e-07,-7.0,19.999999733333333
1,15,10,40.73221853,-73.98165557,40.72779126,-73.98564945,25.0,17.00000026666665,-28.0,-2.663873088084794e-07,0.0,19.999999733333333,-7.9999997333333575
