obj:,8.808240640976937
unsatisfied:,2.000000375000001
travel distance:,6.808240265976936
clock time,2840.7786469459534
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,25.0,23.99997804056016,0,0,0,17.99999324999999,-1.0000219594398416
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,4.9998339459118935,0,0,0,-23.000048000000053,4.9998339459118935
1,-1,0,40.716629,-73.982616,40.7208736,-73.98085795,4.9998339459118935,17.9998271959119,13.0,0,0,4.9998339459118935,12.999993249999989
0,-1,11,40.716629,-73.982616,40.722055,-73.989111,23.99997804056016,25.0,6.0,0,0,-1.0000219594398416,1.0
0,0,-2,40.7208736,-73.98085795,40.716629,-73.982616,7.000006750000013,25.0,0,0,0,6.7500000131559545e-06,17.99999324999999
1,0,9,40.7208736,-73.98085795,40.72217444,-73.98368779,17.9998271959119,23.99985084187598,6.0,0.0,0.0,12.999993249999989,5.99999549999999
0,1,14,40.72743423,-73.99379025,40.72903917,-73.99404649,14.0,20.0,6.0,0.0,0.0,-11.0,6.0
0,2,12,40.72621788,-73.98379855,40.72453734,-73.98185424,8.0,0.0,-8.0,0.0,0.0,3.0,-8.0
1,3,12,40.72955361,-73.98057249,40.72453734,-73.98185424,23.0,23.000029250000033,-8.0,0.0,0.0,3.0,0.0
0,4,1,40.72317958,-73.99480012,40.72743423,-73.99379025,25.0,14.0,-11.0,0.0,0.0,3.0,-11.0
1,5,15,40.72229346,-73.99147535,40.73261787,-73.99158043,20.99991144353322,24.99992917651076,4.0,0.0,0.0,-3.9999902499999784,3.9999999999989715
0,6,7,40.73331967,-73.99510132,40.73454567,-73.99074142,17.0,7.9999437499999395,-34.0,0.0,0.0,-2.999999999999999,-9.00005625000006
1,7,8,40.73454567,-73.99074142,40.734232,-73.986923,0.0,20.0,20.0,0.0,0.0,-24.99994374999994,20.0
0,7,17,40.73454567,-73.99074142,40.73223272,-73.98889957,7.9999437499999395,0.9999677499999651,-7.0,0.0,0.0,-9.00005625000006,-6.999994749999995
1,8,3,40.734232,-73.986923,40.72955361,-73.98057249,20.0,23.0,3.0,0.0,0.0,20.0,3.0
1,9,11,40.72217444,-73.98368779,40.722055,-73.989111,23.99985084187598,24.99987136954537,6.0,0.0,4.000000750000002,5.99999549999999,0.9999992499999983
0,10,0,40.72082834,-73.97793172,40.7208736,-73.98085795,7.0,7.000006750000013,13.0,0.0,0.0,7.0,6.7500000131559545e-06
1,11,5,40.722055,-73.989111,40.72229346,-73.99147535,24.99987136954537,20.99991144353322,-4.0,4.000000750000002,0.0,0.9999992499999983,-3.9999902499999784
0,11,16,40.722055,-73.989111,40.72110063,-73.9919254,25.0,22.0,-3.0,4.000000750000002,0.0,1.0,-3.0
1,12,-2,40.72453734,-73.98185424,40.716629,-73.982616,23.000029250000033,0.0,0,0,0,0.0,-23.000048000000053
0,12,10,40.72453734,-73.98185424,40.72082834,-73.97793172,0.0,7.0,7.0,0.0,0.0,-8.0,7.0
0,13,2,40.72953837,-73.98426726,40.72621788,-73.98379855,5.0,8.0,3.0,0.0,0.0,4.000006750000008,3.0
0,14,6,40.72903917,-73.99404649,40.73331967,-73.99510132,20.0,17.0,-3.0,0.0,0.0,6.0,-2.999999999999999
1,15,7,40.73261787,-73.99158043,40.73454567,-73.99074142,24.99992917651076,0.0,-34.0,0.0,0.0,3.9999999999989715,-24.99994374999994
0,16,4,40.72110063,-73.9919254,40.72317958,-73.99480012,22.0,25.0,3.0,0.0,0.0,-3.0,3.0
0,17,13,40.73223272,-73.98889957,40.72953837,-73.98426726,0.9999677499999651,5.0,4.0,0.0,0.0,-6.999994749999995,4.000006750000008
