target_station_id,nearby_station_id_1,nearby_station_id_2,date,hour,period,pickup,dropoff,"is_empty_(0, 0, 0)","is_empty_(0, 0, 1)","is_empty_(0, 1, 0)","is_empty_(0, 1, 1)","is_empty_(1, 0, 0)","is_empty_(1, 0, 1)","is_empty_(1, 1, 0)","is_empty_(1, 1, 1)","is_full_(0, 0, 0)","is_full_(0, 0, 1)","is_full_(0, 1, 0)","is_full_(0, 1, 1)","is_full_(1, 0, 0)","is_full_(1, 0, 1)","is_full_(1, 1, 0)","is_full_(1, 1, 1)"
3264,3132,3155,2017-03-13,15,1,1,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0
3264,3132,3155,2017-03-13,15,2,0,0,0,0,0,0,30,0,0,0,22,0,0,0,8,0,0,0
3264,3132,3155,2017-03-13,16,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,16,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,17,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,17,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,18,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,18,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,19,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,19,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,20,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,20,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,21,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,21,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,22,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,22,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,23,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-13,23,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,0,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,0,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,1,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,1,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,2,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,2,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,3,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,3,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,4,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,4,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,5,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,5,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,6,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,6,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,7,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,7,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,8,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,8,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,9,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,9,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
3264,3132,3155,2017-03-14,10,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
