station_id,datetime,pickup,dropoff,net,bike,dock,capacity
3237.0,2017-02-01 13:29:00,0,0,0,9,16,25
3237.0,2017-02-01 13:32:00,0,0,0,9,16,25
3237.0,2017-02-01 13:35:00,0,0,0,9,16,25
3237.0,2017-02-01 13:38:00,0,0,0,9,16,25
3237.0,2017-02-01 13:41:00,0,0,0,9,16,25
3237.0,2017-02-01 13:44:00,0,0,0,9,16,25
3237.0,2017-02-01 13:47:00,0,0,0,9,16,25
3237.0,2017-02-01 13:50:00,0,0,0,9,16,25
3237.0,2017-02-01 13:53:00,0,0,0,9,16,25
3237.0,2017-02-01 13:56:00,0,0,0,9,16,25
3237.0,2017-02-01 13:59:00,0,0,0,9,16,25
3237.0,2017-02-01 14:02:00,0,0,0,9,16,25
3237.0,2017-02-01 14:04:00,0,0,0,9,16,25
3237.0,2017-02-01 14:07:00,0,0,0,9,16,25
3237.0,2017-02-01 14:10:00,0,0,0,9,16,25
3237.0,2017-02-01 14:13:00,0,0,0,9,16,25
3237.0,2017-02-01 14:16:00,0,0,0,9,16,25
3237.0,2017-02-01 14:19:00,0,0,0,9,16,25
3237.0,2017-02-01 14:22:00,0,0,0,9,16,25
3237.0,2017-02-01 14:25:00,0,0,0,9,16,25
3237.0,2017-02-01 14:28:00,0,0,0,9,16,25
3237.0,2017-02-01 14:31:00,0,0,0,9,16,25
3237.0,2017-02-01 14:34:00,0,0,0,9,16,25
3237.0,2017-02-01 14:37:00,0,0,0,9,16,25
3237.0,2017-02-01 14:40:00,0,0,0,9,16,25
3237.0,2017-02-01 14:43:00,0,0,0,9,16,25
3237.0,2017-02-01 14:46:00,0,0,0,9,16,25
3237.0,2017-02-01 14:49:00,0,0,0,9,16,25
3237.0,2017-02-01 14:52:00,0,0,0,9,16,25
3237.0,2017-02-01 14:55:00,0,0,0,9,16,25
3237.0,2017-02-01 14:58:00,0,0,0,9,16,25
3237.0,2017-02-01 15:01:00,0,0,0,9,16,25
3237.0,2017-02-01 15:04:00,0,0,0,9,16,25
3237.0,2017-02-01 15:07:00,0,0,0,9,16,25
3237.0,2017-02-01 15:10:00,0,0,0,9,16,25
3237.0,2017-02-01 15:13:00,0,1,1,10,15,25
3237.0,2017-02-01 15:16:00,0,0,0,10,15,25
3237.0,2017-02-01 15:19:00,0,0,0,10,15,25
3237.0,2017-02-01 15:22:00,0,0,0,10,15,25
3237.0,2017-02-01 15:25:00,0,0,0,10,15,25
3237.0,2017-02-01 15:28:00,0,0,0,10,15,25
3237.0,2017-02-01 15:31:00,0,0,0,10,15,25
3237.0,2017-02-01 15:34:00,0,0,0,10,15,25
3237.0,2017-02-01 15:37:00,0,0,0,10,15,25
3237.0,2017-02-01 15:40:00,0,0,0,10,15,25
3237.0,2017-02-01 15:43:00,0,0,0,10,15,25
3237.0,2017-02-01 15:46:00,0,0,0,10,15,25
3237.0,2017-02-01 15:49:00,0,0,0,10,15,25
