target_station_id,nearby_station_id_1,nearby_station_id_2,date,hour,period,pickup,dropoff,"is_empty_(0, 0, 0)","is_empty_(0, 0, 1)","is_empty_(0, 1, 0)","is_empty_(0, 1, 1)","is_empty_(1, 0, 0)","is_empty_(1, 0, 1)","is_empty_(1, 1, 0)","is_empty_(1, 1, 1)","is_full_(0, 0, 0)","is_full_(0, 0, 1)","is_full_(0, 1, 0)","is_full_(0, 1, 1)","is_full_(1, 0, 0)","is_full_(1, 0, 1)","is_full_(1, 1, 0)","is_full_(1, 1, 1)",temperature,humidity,visibility,windspeed,condition,weekday
3153,3152,3375,2017-01-01,1,1,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,44.1,49.0,10.0,4.6,1.0,6
3153,3152,3375,2017-01-01,1,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,49.0,10.0,4.6,1.0,6
3153,3152,3375,2017-01-01,2,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,46.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,2,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,46.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,3,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,10.4,1.0,6
3153,3152,3375,2017-01-01,3,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,10.4,1.0,6
3153,3152,3375,2017-01-01,4,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,44.0,10.0,6.9,1.0,6
3153,3152,3375,2017-01-01,4,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,44.0,10.0,6.9,1.0,6
3153,3152,3375,2017-01-01,5,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,5,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,6,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,6,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,47.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,7,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,49.0,10.0,8.099999999999998,1.0,6
3153,3152,3375,2017-01-01,7,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,49.0,10.0,8.099999999999998,1.0,6
3153,3152,3375,2017-01-01,8,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,49.0,10.0,5.8,1.0,6
3153,3152,3375,2017-01-01,8,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,44.1,49.0,10.0,5.8,1.0,6
3153,3152,3375,2017-01-01,9,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,46.0,50.0,10.0,9.2,1.0,6
3153,3152,3375,2017-01-01,9,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,46.0,50.0,10.0,9.2,1.0,6
3153,3152,3375,2017-01-01,10,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,42.0,10.0,11.5,1.0,6
3153,3152,3375,2017-01-01,10,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,45.0,42.0,10.0,11.5,1.0,6
3153,3152,3375,2017-01-01,11,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,46.0,40.0,10.0,3.5,1.0,6
3153,3152,3375,2017-01-01,11,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,46.0,40.0,10.0,3.5,1.0,6
