station_id,datetime,pickup,dropoff,net,bike,dock,capacity
3291.0,2016-10-01 01:17:00,0,0,0,0,39,39
3291.0,2016-10-01 01:20:00,0,0,0,0,39,39
3291.0,2016-10-01 01:23:00,0,0,0,0,39,39
3291.0,2016-10-01 01:26:00,0,0,0,0,39,39
3291.0,2016-10-01 01:29:00,0,0,0,0,39,39
3291.0,2016-10-01 01:32:00,0,0,0,0,39,39
3291.0,2016-10-01 01:35:00,0,0,0,0,39,39
3291.0,2016-10-01 01:38:00,0,0,0,0,39,39
3291.0,2016-10-01 01:41:00,0,0,0,0,39,39
3291.0,2016-10-01 01:44:00,0,0,0,0,39,39
3291.0,2016-10-01 01:47:00,0,0,0,0,39,39
3291.0,2016-10-01 01:50:00,0,0,0,0,39,39
3291.0,2016-10-01 01:51:00,0,0,0,0,39,39
3291.0,2016-10-01 01:54:00,0,0,0,0,39,39
3291.0,2016-10-01 01:57:00,0,0,0,0,39,39
3291.0,2016-10-01 02:00:00,0,0,0,0,39,39
3291.0,2016-10-01 02:03:00,0,0,0,0,39,39
3291.0,2016-10-01 02:06:00,0,0,0,0,39,39
3291.0,2016-10-01 02:09:00,0,0,0,0,39,39
3291.0,2016-10-01 02:12:00,0,0,0,0,39,39
3291.0,2016-10-01 02:15:00,0,0,0,0,39,39
3291.0,2016-10-01 02:18:00,0,0,0,0,39,39
3291.0,2016-10-01 02:21:00,0,0,0,0,39,39
3291.0,2016-10-01 02:24:00,0,0,0,0,39,39
3291.0,2016-10-01 02:27:00,0,0,0,0,39,39
3291.0,2016-10-01 02:30:00,0,0,0,0,39,39
3291.0,2016-10-01 02:33:00,0,0,0,0,39,39
3291.0,2016-10-01 02:36:00,0,0,0,0,39,39
3291.0,2016-10-01 02:39:00,0,0,0,0,39,39
3291.0,2016-10-01 02:42:00,0,0,0,0,39,39
3291.0,2016-10-01 02:45:00,0,0,0,0,39,39
3291.0,2016-10-01 02:48:00,0,0,0,0,39,39
3291.0,2016-10-01 02:51:00,0,0,0,0,39,39
3291.0,2016-10-01 02:53:00,0,0,0,0,39,39
3291.0,2016-10-01 02:56:00,0,0,0,0,39,39
3291.0,2016-10-01 02:59:00,0,0,0,0,39,39
3291.0,2016-10-01 03:02:00,0,0,0,0,39,39
3291.0,2016-10-01 03:05:00,0,0,0,0,39,39
3291.0,2016-10-01 03:08:00,0,0,0,0,39,39
3291.0,2016-10-01 03:11:00,0,0,0,0,39,39
3291.0,2016-10-01 03:14:00,0,0,0,0,39,39
3291.0,2016-10-01 03:17:00,0,0,0,0,39,39
3291.0,2016-10-01 03:20:00,0,0,0,0,39,39
3291.0,2016-10-01 03:23:00,0,0,0,0,39,39
3291.0,2016-10-01 03:26:00,0,0,0,0,39,39
3291.0,2016-10-01 03:29:00,0,0,0,0,39,39
3291.0,2016-10-01 03:32:00,0,0,0,0,39,39
3291.0,2016-10-01 03:35:00,0,0,0,0,39,39
3291.0,2016-10-01 03:38:00,0,0,0,0,39,39
3291.0,2016-10-01 03:41:00,0,0,0,0,39,39
3291.0,2016-10-01 03:44:00,0,0,0,0,39,39
3291.0,2016-10-01 03:47:00,0,0,0,0,39,39
3291.0,2016-10-01 03:50:00,0,0,0,0,39,39
3291.0,2016-10-01 03:53:00,0,0,0,0,39,39
3291.0,2016-10-01 03:56:00,0,0,0,0,39,39
3291.0,2016-10-01 03:59:00,0,0,0,0,39,39
3291.0,2016-10-01 04:02:00,0,0,0,0,39,39
3291.0,2016-10-01 04:05:00,0,0,0,0,39,39
3291.0,2016-10-01 04:08:00,0,0,0,0,39,39
3291.0,2016-10-01 04:11:00,0,0,0,0,39,39
3291.0,2016-10-01 04:14:00,0,0,0,0,39,39
3291.0,2016-10-01 04:17:00,0,0,0,0,39,39
3291.0,2016-10-01 04:20:00,0,0,0,0,39,39
3291.0,2016-10-01 04:23:00,0,0,0,0,39,39
3291.0,2016-10-01 04:26:00,0,0,0,0,39,39
3291.0,2016-10-01 04:29:00,0,0,0,0,39,39
3291.0,2016-10-01 04:30:00,0,0,0,0,39,39
3291.0,2016-10-01 04:33:00,0,0,0,0,39,39
3291.0,2016-10-01 04:36:00,0,0,0,0,39,39
3291.0,2016-10-01 04:39:00,0,0,0,0,39,39
3291.0,2016-10-01 04:42:00,0,0,0,0,39,39
3291.0,2016-10-01 04:45:00,0,0,0,0,39,39
3291.0,2016-10-01 04:48:00,0,0,0,0,39,39
3291.0,2016-10-01 04:51:00,0,0,0,0,39,39
3291.0,2016-10-01 04:54:00,0,0,0,0,39,39
3291.0,2016-10-01 04:57:00,0,0,0,0,39,39
3291.0,2016-10-01 05:00:00,0,0,0,0,39,39
3291.0,2016-10-01 05:01:00,0,0,0,0,39,39
3291.0,2016-10-01 05:04:00,0,0,0,0,39,39
3291.0,2016-10-01 05:07:00,0,0,0,0,39,39
3291.0,2016-10-01 05:10:00,0,0,0,0,39,39
3291.0,2016-10-01 05:13:00,0,0,0,0,39,39
3291.0,2016-10-01 05:16:00,0,0,0,0,39,39
3291.0,2016-10-01 05:19:00,0,0,0,0,39,39
3291.0,2016-10-01 05:22:00,0,0,0,0,39,39
3291.0,2016-10-01 05:25:00,0,0,0,0,39,39
3291.0,2016-10-01 05:28:00,0,0,0,0,39,39
3291.0,2016-10-01 05:31:00,0,0,0,0,39,39
3291.0,2016-10-01 05:32:00,0,0,0,0,39,39
3291.0,2016-10-01 05:35:00,0,0,0,0,39,39
3291.0,2016-10-01 05:38:00,0,0,0,0,39,39
3291.0,2016-10-01 05:41:00,0,0,0,0,39,39
3291.0,2016-10-01 05:44:00,0,0,0,0,39,39
3291.0,2016-10-01 05:47:00,0,0,0,0,39,39
3291.0,2016-10-01 05:50:00,0,0,0,0,39,39
3291.0,2016-10-01 05:53:00,0,0,0,0,39,39
3291.0,2016-10-01 05:56:00,0,0,0,0,39,39
3291.0,2016-10-01 05:59:00,0,0,0,0,39,39
3291.0,2016-10-01 06:02:00,0,0,0,0,39,39
3291.0,2016-10-01 06:05:00,0,0,0,0,39,39
3291.0,2016-10-01 06:08:00,0,0,0,0,39,39
3291.0,2016-10-01 06:11:00,0,0,0,0,39,39
3291.0,2016-10-01 06:14:00,0,0,0,0,39,39
3291.0,2016-10-01 06:17:00,0,0,0,0,39,39
3291.0,2016-10-01 06:20:00,0,0,0,0,39,39
3291.0,2016-10-01 06:23:00,0,0,0,0,39,39
3291.0,2016-10-01 06:26:00,0,0,0,0,39,39
3291.0,2016-10-01 06:29:00,0,0,0,0,39,39
3291.0,2016-10-01 06:32:00,0,0,0,0,39,39
3291.0,2016-10-01 06:35:00,0,0,0,0,39,39
3291.0,2016-10-01 06:36:00,0,0,0,0,39,39
3291.0,2016-10-01 06:39:00,0,0,0,0,39,39
3291.0,2016-10-01 06:42:00,0,0,0,0,39,39
3291.0,2016-10-01 06:45:00,0,0,0,0,39,39
3291.0,2016-10-01 06:48:00,0,0,0,0,39,39
3291.0,2016-10-01 06:51:00,0,0,0,0,39,39
3291.0,2016-10-01 06:54:00,0,0,0,0,39,39
3291.0,2016-10-01 06:57:00,0,0,0,0,39,39
3291.0,2016-10-01 07:00:00,0,0,0,0,39,39
3291.0,2016-10-01 07:03:00,0,0,0,0,39,39
3291.0,2016-10-01 07:06:00,0,0,0,0,39,39
3291.0,2016-10-01 07:09:00,0,0,0,0,39,39
3291.0,2016-10-01 07:12:00,0,0,0,0,39,39
3291.0,2016-10-01 07:15:00,0,0,0,0,39,39
3291.0,2016-10-01 07:18:00,0,0,0,0,39,39
3291.0,2016-10-01 07:21:00,0,0,0,0,39,39
3291.0,2016-10-01 07:24:00,0,0,0,0,39,39
3291.0,2016-10-01 07:27:00,0,0,0,0,39,39
3291.0,2016-10-01 07:30:00,0,0,0,0,39,39
3291.0,2016-10-01 07:33:00,0,0,0,0,39,39
3291.0,2016-10-01 07:36:00,0,0,0,0,39,39
3291.0,2016-10-01 07:39:00,0,0,0,0,39,39
3291.0,2016-10-01 07:42:00,0,0,0,0,39,39
3291.0,2016-10-01 07:45:00,0,0,0,0,39,39
3291.0,2016-10-01 07:48:00,0,0,0,0,39,39
3291.0,2016-10-01 07:51:00,0,0,0,0,39,39
3291.0,2016-10-01 07:54:00,0,0,0,0,39,39
3291.0,2016-10-01 07:57:00,0,0,0,0,39,39
3291.0,2016-10-01 08:00:00,0,0,0,0,39,39
3291.0,2016-10-01 08:03:00,0,0,0,0,39,39
3291.0,2016-10-01 08:06:00,0,0,0,0,39,39
3291.0,2016-10-01 08:09:00,0,0,0,0,39,39
3291.0,2016-10-01 08:12:00,0,0,0,0,39,39
3291.0,2016-10-01 08:15:00,0,0,0,0,39,39
3291.0,2016-10-01 08:16:00,0,0,0,0,39,39
3291.0,2016-10-01 08:19:00,0,0,0,0,39,39
3291.0,2016-10-01 08:22:00,0,0,0,0,39,39
3291.0,2016-10-01 08:25:00,0,0,0,0,39,39
3291.0,2016-10-01 08:28:00,0,0,0,0,39,39
3291.0,2016-10-01 08:31:00,0,0,0,0,39,39
3291.0,2016-10-01 08:34:00,0,0,0,0,39,39
3291.0,2016-10-01 08:37:00,0,0,0,0,39,39
3291.0,2016-10-01 08:40:00,0,0,0,0,39,39
3291.0,2016-10-01 08:43:00,0,0,0,0,39,39
3291.0,2016-10-01 08:46:00,0,0,0,0,39,39
3291.0,2016-10-01 08:49:00,0,0,0,0,39,39
3291.0,2016-10-01 08:52:00,0,0,0,0,39,39
3291.0,2016-10-01 08:55:00,0,0,0,0,39,39
