obj:,14.352120357819162
unsatisfied:,9.000000000000595
travel distance:,5.352120357818567
clock time,0.9556319713592529
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,3.0000000000019043,0,0,0,-7.99999999998726,3.0000000000019043
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-6.0,0.0
0,-1,0,40.716629,-73.982616,40.7208736,-73.98085795,3.0000000000019043,16.000000000001904,13.0,0,0,3.0000000000019043,13.0
1,-1,9,40.716629,-73.982616,40.72217444,-73.98368779,0.0,6.0,6.0,0,0,0.0,6.0
0,0,10,40.7208736,-73.98085795,40.72082834,-73.97793172,16.000000000001904,23.000000000001904,7.0,0.0,0.0,13.0,7.0
0,1,4,40.72743423,-73.99379025,40.72317958,-73.99480012,8.99999999999909,11.99999999999715,3.0,0.0,0.0,-11.000000000000924,2.99999999999806
0,2,3,40.72621788,-73.98379855,40.72955361,-73.98057249,18.000000000001904,21.000000000001904,3.0,0.0,0.0,3.0,3.0
0,3,13,40.72955361,-73.98057249,40.72953837,-73.98426726,21.000000000001904,25.000000000001904,4.0,0.0,0.0,3.0,4.0
0,4,5,40.72317958,-73.99480012,40.72229346,-73.99147535,11.99999999999715,7.999999999997151,-4.0,0.0,0.0,2.99999999999806,-3.99999999999644
0,5,16,40.72229346,-73.99147535,40.72110063,-73.9919254,7.999999999997151,7.99999999998726,-3.0,0.0,3.000000000001187,-3.99999999999644,0.0
0,6,14,40.73331967,-73.99510132,40.72903917,-73.99404649,14.000000000000014,20.000000000000014,6.0,0.0,0.0,-3.0,6.0
0,7,8,40.73454567,-73.99074142,40.734232,-73.986923,0.0,20.0,20.0,9.000000000000002,0.0,-25.000000000001904,20.0
0,8,17,40.734232,-73.986923,40.73223272,-73.98889957,20.0,12.999999999999998,-7.0,0.0,0.0,20.0,-7.000000000000002
1,9,11,40.72217444,-73.98368779,40.722055,-73.989111,6.0,6.0,6.0,0.0,6.0,6.0,0.0
0,10,12,40.72082834,-73.97793172,40.72453734,-73.98185424,23.000000000001904,15.000000000001904,-8.0,0.0,0.0,7.0,-8.0
1,11,-2,40.722055,-73.989111,40.716629,-73.982616,6.0,0.0,0,0,0,0.0,-6.0
0,12,2,40.72453734,-73.98185424,40.72621788,-73.98379855,15.000000000001904,18.000000000001904,3.0,0.0,0.0,-8.0,3.0
0,13,7,40.72953837,-73.98426726,40.73454567,-73.99074142,25.000000000001904,0.0,-34.0,0.0,9.000000000000002,4.0,-25.000000000001904
0,14,1,40.72903917,-73.99404649,40.72743423,-73.99379025,20.000000000000014,8.99999999999909,-11.0,0.0,0.0,6.0,-11.000000000000924
0,15,6,40.73261787,-73.99158043,40.73331967,-73.99510132,17.000000000000007,14.000000000000014,-3.0,0.0,0.0,4.0,-3.0
0,16,-2,40.72110063,-73.9919254,40.716629,-73.982616,7.99999999998726,0.0,0,0,0,0.0,-7.99999999998726
0,17,15,40.73223272,-73.98889957,40.73261787,-73.99158043,12.999999999999998,17.000000000000007,4.0,0.0,0.0,-7.000000000000002,4.0
