station_id,datetime,pickup,dropoff,net,bike,dock,capacity
3256.0,2016-06-15 11:36:00,0,0,0,0,0,0
3256.0,2016-06-15 11:39:00,0,0,0,0,0,0
3256.0,2016-06-15 11:42:00,0,0,0,0,0,0
3256.0,2016-06-15 11:45:00,0,0,0,0,0,0
3256.0,2016-06-15 11:48:00,0,0,0,0,0,0
3256.0,2016-06-15 11:51:00,0,1,1,0,0,0
3256.0,2016-06-15 11:54:00,0,0,0,0,0,0
3256.0,2016-06-15 11:57:00,0,0,0,0,0,0
3256.0,2016-06-15 12:00:00,0,0,0,0,0,0
3256.0,2016-06-15 12:03:00,0,1,1,0,0,0
3256.0,2016-06-15 12:06:00,0,0,0,0,0,0
3256.0,2016-06-15 12:09:00,0,0,0,0,0,0
3256.0,2016-06-15 12:12:00,0,0,0,0,0,0
3256.0,2016-06-15 12:15:00,0,0,0,0,0,0
3256.0,2016-06-15 12:18:00,0,0,0,0,0,0
3256.0,2016-06-15 12:21:00,0,0,0,0,0,0
3256.0,2016-06-15 12:24:00,0,0,0,0,0,0
3256.0,2016-06-15 12:27:00,0,0,0,0,0,0
3256.0,2016-06-15 12:30:00,0,0,0,0,0,0
3256.0,2016-06-15 12:33:00,0,0,0,0,0,0
3256.0,2016-06-15 12:36:00,0,0,0,0,0,0
3256.0,2016-06-15 12:39:00,0,0,0,0,0,0
3256.0,2016-06-15 12:42:00,0,0,0,0,0,0
3256.0,2016-06-15 12:45:00,0,0,0,0,0,0
3256.0,2016-06-15 12:48:00,0,0,0,0,0,0
3256.0,2016-06-15 12:51:00,0,0,0,0,0,0
3256.0,2016-06-15 12:54:00,0,0,0,0,0,0
3256.0,2016-06-15 12:57:00,0,0,0,0,0,0
3256.0,2016-06-15 13:00:00,0,0,0,0,0,0
3256.0,2016-06-15 13:03:00,0,0,0,0,0,0
3256.0,2016-06-15 13:06:00,0,0,0,0,0,0
3256.0,2016-06-15 13:09:00,0,0,0,0,0,0
3256.0,2016-06-15 13:12:00,0,0,0,0,0,0
3256.0,2016-06-15 13:15:00,0,1,1,0,0,0
3256.0,2016-06-15 13:18:00,0,0,0,0,0,0
3256.0,2016-06-15 13:21:00,0,1,1,0,0,0
3256.0,2016-06-15 13:24:00,0,0,0,0,0,0
3256.0,2016-06-15 13:27:00,0,0,0,0,0,0
3256.0,2016-06-15 13:30:00,0,0,0,0,0,0
3256.0,2016-06-15 13:33:00,0,0,0,0,0,0
3256.0,2016-06-15 13:36:00,0,3,3,0,0,0
3256.0,2016-06-15 13:39:00,0,0,0,0,0,0
3256.0,2016-06-15 13:42:00,0,0,0,0,0,0
3256.0,2016-06-15 13:45:00,0,0,0,0,0,0
3256.0,2016-06-15 13:48:00,0,0,0,0,0,0
3256.0,2016-06-15 13:51:00,0,0,0,0,0,0
3256.0,2016-06-15 13:54:00,0,1,1,0,0,0
3256.0,2016-06-15 13:57:00,0,0,0,0,0,0
3256.0,2016-06-15 14:00:00,0,0,0,0,0,0
3256.0,2016-06-15 14:03:00,0,0,0,0,0,0
