v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,12.0,0,0,0,-4.0,12.0
0,-1,4,40.716629,-73.982616,40.72299208,-73.97995466,12.0,22.0,10.0,0,0,12.0,10.0
0,0,7,40.72453734,-73.98185424,40.72621788,-73.98379855,18.0,21.0,3.0,0.0,0.0,-4.0,3.0
0,1,8,40.72953837,-73.98426726,40.72779126,-73.98564945,19.0,12.0,-7.0,0.0,0.0,7.0,-7.0
0,2,3,40.72903917,-73.99404649,40.73261787,-73.99158043,8.0,12.0,4.0,0.0,0.0,8.0,4.0
0,3,1,40.73261787,-73.99158043,40.72953837,-73.98426726,12.0,19.0,7.0,0.0,0.0,4.0,7.0
0,4,0,40.72299208,-73.97995466,40.72453734,-73.98185424,22.0,18.0,-4.0,0.0,0.0,10.0,-4.0
0,5,-2,40.72066442,-73.98517977,40.716629,-73.982616,4.0,0.0,0,0,0,0.0,-4.0
0,6,5,40.72467721,-73.98783413,40.72066442,-73.98517977,4.0,4.0,0.0,0.0,0.0,-8.0,0.0
0,7,9,40.72621788,-73.98379855,40.7262807,-73.98978041,21.0,0.0,-21.0,0.0,0.0,3.0,-21.0
0,8,6,40.72779126,-73.98564945,40.72467721,-73.98783413,12.0,4.0,-8.0,0.0,0.0,-7.0,-8.0
0,9,2,40.7262807,-73.98978041,40.72903917,-73.99404649,0.0,8.0,8.0,0.0,0.0,-21.0,8.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,13.0,0,0,0,-25.0,13.0
1,-1,5,40.716629,-73.982616,40.72066442,-73.98517977,13.0,22.0,9.0,0,0,13.0,9.0
1,0,4,40.722055,-73.989111,40.72502876,-73.99069656,16.0,8.0,-8.0,0.0,0.0,-6.0,-8.0
1,1,-2,40.72299208,-73.97995466,40.716629,-73.982616,25.0,0.0,0,0,0,0.0,-25.0
1,2,1,40.72521311,-73.97768752,40.72299208,-73.97995466,25.0,25.0,0.0,0.0,0.0,9.0,0.0
1,3,6,40.73381219,-73.98054421,40.72955361,-73.98057249,7.0,16.0,9.0,0.0,0.0,6.0,9.0
1,4,7,40.72502876,-73.99069656,40.7262807,-73.98978041,8.0,1.0,-7.0,0.0,0.0,-8.0,-7.0
1,5,0,40.72066442,-73.98517977,40.722055,-73.989111,22.0,16.0,-6.0,0.0,0.0,9.0,-6.0
1,6,2,40.72955361,-73.98057249,40.72521311,-73.97768752,16.0,25.0,9.0,0.0,0.0,9.0,9.0
1,7,3,40.7262807,-73.98978041,40.73381219,-73.98054421,1.0,7.0,6.0,0.0,0.0,-7.0,6.0
obj:,5.944137316103365
unsatisfied:,0.0
travel distance:,5.944137316103365
clock time,0.13941001892089844
