v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,21.00000000000001,0,0,0,0.0,21.000000000000014
0,-1,5,40.716629,-73.982616,40.72066442,-73.98517977,21.00000000000001,24.000000000000007,3.0,0,0,21.000000000000014,3.0
0,0,7,40.72903917,-73.99404649,40.7262807,-73.98978041,25.0,5.0,-20.0,0.0,0.0,9.0,-20.0
0,1,9,40.73261787,-73.99158043,40.73223272,-73.98889957,11.0,4.000000000000014,-7.0,0.0,0.0,6.0,-7.0
0,2,-2,40.72299208,-73.97995466,40.716629,-73.982616,0.0,0.0,0,0,0,0.0,0.0
0,3,8,40.72019576,-73.98997825,40.72110063,-73.9919254,22.000000000000007,19.000000000000007,-3.0,0.0,0.0,-2.0,-3.0
0,4,0,40.72502876,-73.99069656,40.72903917,-73.99404649,16.000000000000007,25.0,9.0,0.0,0.0,-3.0,9.0
0,5,3,40.72066442,-73.98517977,40.72019576,-73.98997825,24.000000000000007,22.000000000000007,-2.0,0.0,0.0,3.0,-2.0
0,6,2,40.72779126,-73.98564945,40.72299208,-73.97995466,0.0,0.0,1.0,0.0,1.0,-24.0,0.0
0,7,1,40.7262807,-73.98978041,40.73261787,-73.99158043,5.0,11.0,6.0,0.0,0.0,-20.0,6.0
0,8,4,40.72110063,-73.9919254,40.72502876,-73.99069656,19.000000000000007,16.000000000000007,-3.0,0.0,0.0,-3.0,-3.0
0,9,10,40.73223272,-73.98889957,40.73221853,-73.98165557,4.000000000000014,24.0,20.0,0.0,0.0,-7.0,20.0
0,10,6,40.73221853,-73.98165557,40.72779126,-73.98564945,24.0,0.0,-24.0,0.0,0.0,20.0,-24.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,2.999999999999999,0,0,0,0.0,2.999999999999999
1,-1,0,40.716629,-73.982616,40.72299208,-73.97995466,2.999999999999999,5.999999999999999,3.0,0,0,2.999999999999999,3.0
1,0,1,40.72299208,-73.97995466,40.72521311,-73.97768752,5.999999999999999,9.0,3.0,0.0,0.0,3.0,3.0
1,1,5,40.72521311,-73.97768752,40.72955361,-73.98057249,9.0,18.0,9.0,0.0,0.0,3.0,9.0
1,2,-2,40.72066442,-73.98517977,40.716629,-73.982616,0.0,0.0,0,0,0,-3.086420008457935e-13,0.0
1,3,2,40.72467721,-73.98783413,40.72066442,-73.98517977,0.0,0.0,0.0,0.0,0.0,-5.0,-3.086420008457935e-13
1,4,6,40.72621788,-73.98379855,40.72779126,-73.98564945,15.0,9.0,-6.0,0.0,0.0,3.0,-6.0
1,5,8,40.72955361,-73.98057249,40.72740794,-73.98142006,18.0,12.0,-6.0,0.0,0.0,9.0,-6.0
1,6,7,40.72779126,-73.98564945,40.7262807,-73.98978041,9.0,5.0,-4.0,0.0,0.0,-6.0,-4.0
1,7,3,40.7262807,-73.98978041,40.72467721,-73.98783413,5.0,0.0,-5.0,0.0,0.0,-4.0,-5.0
1,8,4,40.72740794,-73.98142006,40.72621788,-73.98379855,12.0,15.0,3.0,0.0,0.0,-6.0,3.0
obj:,6.783565916928227
unsatisfied:,0.5
travel distance:,6.283565916928227
clock time,0.1728372573852539
