target_station_id,nearby_station_id_1,nearby_station_id_2,date,hour,period,pickup,dropoff,"is_empty_(0, 0, 0)","is_empty_(0, 0, 1)","is_empty_(0, 1, 0)","is_empty_(0, 1, 1)","is_empty_(1, 0, 0)","is_empty_(1, 0, 1)","is_empty_(1, 1, 0)","is_empty_(1, 1, 1)","is_full_(0, 0, 0)","is_full_(0, 0, 1)","is_full_(0, 1, 0)","is_full_(0, 1, 1)","is_full_(1, 0, 0)","is_full_(1, 0, 1)","is_full_(1, 1, 0)","is_full_(1, 1, 1)"
402,444,503,2017-02-01,13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,444,503,2017-02-01,13,2,4,8,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,14,1,8,8,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,14,2,12,7,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,15,1,11,7,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,15,2,7,5,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,16,1,9,4,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,16,2,14,5,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,17,1,21,9,24,6,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,17,2,20,12,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,18,1,28,8,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,18,2,18,11,24,0,6,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,19,1,22,5,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,19,2,20,6,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,20,1,10,3,24,0,0,0,6,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,20,2,4,5,11,0,14,0,5,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,21,1,1,0,0,0,7,0,23,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,21,2,1,1,9,0,13,0,8,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,22,1,1,1,6,0,15,0,9,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,22,2,2,2,0,0,7,0,23,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,23,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-01,23,2,0,1,0,0,6,0,24,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,0,1,1,0,0,0,27,0,3,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,0,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,1,1,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,1,2,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,2,1,0,2,0,0,0,16,14,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,2,2,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,3,1,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,3,2,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,4,1,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,4,2,0,0,0,2,0,28,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,5,1,0,1,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,5,2,0,1,9,21,0,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,6,1,0,2,4,17,0,9,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,6,2,4,8,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,7,1,5,7,23,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0
402,444,503,2017-02-02,7,2,4,11,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
