v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,14.0,0,0,0,0.0,14.0
0,-1,0,40.716629,-73.982616,40.722055,-73.989111,14.0,8.000000000000002,-6.0,0,0,14.0,-6.0
0,0,1,40.722055,-73.989111,40.72502876,-73.99069656,8.000000000000002,0.0,-8.0,0.0,0.0,-6.0,-8.0
0,1,2,40.72502876,-73.99069656,40.72110063,-73.9919254,0.0,0.0,-3.0,0.0,3.0,-8.0,0.0
0,2,-2,40.72110063,-73.9919254,40.716629,-73.982616,0.0,0.0,0,0,0,0.0,0.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-19.000000000000018,0.0
1,-1,1,40.716629,-73.982616,40.72299208,-73.97995466,0.0,10.000000000000004,10.0,0,0,0.0,10.0
1,0,-2,40.72453734,-73.98185424,40.716629,-73.982616,19.000000000000018,0.0,0,0,0,0.0,-19.000000000000018
1,1,2,40.72299208,-73.97995466,40.72521311,-73.97768752,10.000000000000004,19.00000000000001,9.0,0.0,0.0,10.0,9.0
1,2,0,40.72521311,-73.97768752,40.72453734,-73.98185424,19.00000000000001,19.000000000000018,-4.0,0.0,4.0,9.0,0.0
2,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,12.000000000000007,0,0,0,-19.0,12.000000000000007
2,-1,4,40.716629,-73.982616,40.72066442,-73.98517977,12.000000000000007,21.000000000000014,9.0,0,0,12.000000000000007,9.0
2,0,8,40.72953837,-73.98426726,40.72779126,-73.98564945,7.0,0.0,-7.0,0.0,0.0,7.0,-7.0
2,1,9,40.72903917,-73.99404649,40.7262807,-73.98978041,24.0,0.0,-24.0,0.0,0.0,8.0,-24.0
2,2,1,40.73261787,-73.99158043,40.72903917,-73.99404649,16.000000000000004,24.0,8.0,0.0,0.0,4.0,8.0
2,3,14,40.73381219,-73.98054421,40.73381219,-73.98054421,15.000000000000007,19.000000000000007,4.0,0.0,0.0,10.0,4.0
2,4,5,40.72066442,-73.98517977,40.72467721,-73.98783413,21.000000000000014,13.000000000000007,-8.0,0.0,0.0,9.0,-8.0
2,5,10,40.72467721,-73.98783413,40.7262807,-73.98978041,13.000000000000007,5.000000000000007,-8.0,0.0,0.0,-8.0,-8.0
2,6,-2,40.72621788,-73.98379855,40.716629,-73.982616,19.0,0.0,0,0,0,0.0,-19.0
2,7,11,40.72955361,-73.98057249,40.72740794,-73.98142006,25.0,19.0,-6.0,0.0,0.0,9.0,-6.0
2,8,13,40.72779126,-73.98564945,40.73221853,-73.98165557,0.0,16.0,16.0,0.0,0.0,-7.0,16.0
2,9,0,40.7262807,-73.98978041,40.72953837,-73.98426726,0.0,7.0,7.0,0.0,0.0,-24.0,7.0
2,10,3,40.7262807,-73.98978041,40.73381219,-73.98054421,5.000000000000007,15.000000000000007,10.0,0.0,0.0,-8.0,10.0
2,11,6,40.72740794,-73.98142006,40.72621788,-73.98379855,19.0,19.0,3.0,0.0,3.0,-6.0,0.0
2,12,2,40.73223272,-73.98889957,40.73261787,-73.99158043,12.000000000000009,16.000000000000004,4.0,0.0,0.0,-7.0,4.0
2,13,7,40.73221853,-73.98165557,40.72955361,-73.98057249,16.0,25.0,9.0,0.0,0.0,16.0,9.0
2,14,12,40.73381219,-73.98054421,40.73223272,-73.98889957,19.000000000000007,12.000000000000009,-7.0,0.0,0.0,4.0,-7.0
obj:,12.698759123399707
unsatisfied:,5.0
travel distance:,7.698759123399707
clock time,1.9002561569213867
