v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,-1.911606375514447e-11,13.000000000131607,0,0,0,-12.000000000034047,13.000000000150724
0,-1,12,40.716629,-73.982616,40.723627,-73.999496,13.000000000131607,17.000000000131607,4.0,0,0,13.000000000150724,4.0
0,0,5,40.741776,-74.001497,40.743349,-74.006818,23.0,25.0,2.0,0.0,0.0,20.0,2.0
0,1,6,40.741776,-74.001497,40.737815,-73.999947,24.99999999993042,17.0,-8.0,0.0,0.0,6.0,-8.0
0,2,9,40.731724,-74.006744,40.735324,-73.998004,3.999999999772599,8.999999999843581,5.0,0.0,0.0,-18.0,5.0
0,3,13,40.727103,-74.002971,40.724055,-74.00966,20.999999999929308,18.99999999984383,-2.0,-2.8492763703980017e-12,0.0,1.0000000000028493,-2.0
0,4,14,40.739713,-73.994564,40.742388,-73.997262,15.999999999843585,18.99999999993042,3.0,0.0,0.0,3.0,2.9999999999999996
0,5,7,40.743349,-74.006818,40.736197,-74.008592,25.0,15.0,-10.0,0.0,0.0,2.0,-10.0
0,6,8,40.737815,-73.999947,40.735354,-74.004831,17.0,9.0,-8.0,0.0,0.0,-8.0,-8.0
0,7,21,40.736197,-74.008592,40.732916,-74.007114,15.0,5.0,-10.0,0.0,0.0,-10.0,-10.0
0,8,17,40.735354,-74.004831,40.736529,-74.00618,9.0,3.0000000000000004,-6.0,0.0,0.0,-8.0,-6.0
0,9,16,40.735324,-73.998004,40.736494,-73.997044,8.999999999843581,12.999999999843581,4.0,0.0,0.0,5.0,4.0
0,10,11,40.73332,-73.995101,40.734546,-73.990741,7.000000000101743,11.999999999997152,5.0,0.0,0.0,4.0,5.0
0,11,20,40.734546,-73.990741,40.732618,-73.99158,11.999999999997152,12.000000000105283,1.0,0.0,1.0,5.0,0.0
0,12,19,40.723627,-73.999496,40.72491,-74.001547,17.000000000131607,20.000000000131607,3.0,0.0,0.0,4.0,3.0
0,13,18,40.724055,-74.00966,40.728846,-74.008591,18.99999999984383,21.99999999978114,3.0,0.0,0.0,-2.0,3.0
0,14,1,40.742388,-73.997262,40.741776,-74.001497,18.99999999993042,24.99999999993042,6.0,0.0,0.0,2.9999999999999996,6.0
0,15,10,40.730477,-73.999061,40.73332,-73.995101,3.0,7.000000000101743,4.0,0.0,0.0,-2.0,4.0
0,16,4,40.736494,-73.997044,40.739713,-73.994564,12.999999999843581,15.999999999843585,3.0,0.0,0.0,4.0,3.0
0,17,0,40.736529,-74.00618,40.741776,-74.001497,3.0000000000000004,23.0,20.0,0.0,0.0,-6.0,20.0
0,18,2,40.728846,-74.008591,40.731724,-74.006744,21.99999999978114,3.999999999772599,-18.0,0.0,0.0,3.0,-18.0
0,19,3,40.72491,-74.001547,40.727103,-74.002971,20.000000000131607,20.999999999929308,1.0,0.0,-2.8492763703980017e-12,3.0,1.0000000000028493
0,20,-2,40.732618,-73.99158,40.716629,-73.982616,12.000000000105283,-1.911606375514447e-11,0,0,0,0.0,-12.000000000034047
0,21,15,40.732916,-74.007114,40.730477,-73.999061,5.0,3.0,-2.0,0.0,0.0,-10.0,-2.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-12.0,0.0
1,-1,1,40.716629,-73.982616,40.727434,-73.99379,0.0,5.0,5.0,0,0,0.0,5.0
1,0,2,40.72917,-73.998102,40.732264,-73.998522,12.0,12.0,2.0,0.0,2.0,4.0,0.0
1,1,3,40.727434,-73.99379,40.729039,-73.994046,5.0,8.0,3.0,0.0,0.0,5.0,3.0
1,2,-2,40.732264,-73.998522,40.716629,-73.982616,12.0,0.0,0,0,0,0.0,-12.0
1,3,0,40.729039,-73.994046,40.72917,-73.998102,8.0,12.0,4.0,0.0,0.0,3.0,4.0
obj:,12.471118878733895
unsatisfied:,1.4999999999985754
travel distance:,10.97111887873532
clock time,9.280192136764526
