v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-2.9999999999999662,0.0
0,-1,1,40.716629,-73.982616,40.72066442,-73.98517977,0.0,3.0000000000000053,3.0,0,0,0.0,3.0000000000000053
0,0,-2,40.72019576,-73.98997825,40.716629,-73.982616,3.0000000000000053,0.0,0,0,0,0.0,-2.9999999999999662
0,1,0,40.72066442,-73.98517977,40.72019576,-73.98997825,3.0000000000000053,3.0000000000000053,-2.0,0.0,2.0,3.0000000000000053,0.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,17.0,0,0,0,-2.0,17.0
1,-1,3,40.716629,-73.982616,40.72467721,-73.98783413,17.0,12.0,-5.0,0,0,17.0,-5.0
1,0,15,40.72903917,-73.99404649,40.7292365,-73.99086803,25.0,21.0,-4.0,0.0,0.0,9.0,-4.0
1,1,13,40.73261787,-73.99158043,40.73143724,-73.99490342,13.0,10.0,-3.0,0.0,0.0,6.0,-3.0
1,2,9,40.72502876,-73.99069656,40.72110063,-73.9919254,2.0,2.0,-3.0,0.0,3.0,-3.0,0.0
1,3,4,40.72467721,-73.98783413,40.72621788,-73.98379855,12.0,15.0,3.0,0.0,0.0,-5.0,3.0
1,4,8,40.72621788,-73.98379855,40.72740794,-73.98142006,15.0,9.0,-6.0,0.0,0.0,3.0,-6.0
1,5,6,40.72955361,-73.98057249,40.72779126,-73.98564945,18.0,1.0,-17.0,0.0,0.0,9.0,-17.0
1,6,11,40.72779126,-73.98564945,40.73221853,-73.98165557,1.0,4.0,3.0,0.0,0.0,-17.0,3.0
1,7,2,40.7262807,-73.98978041,40.72502876,-73.99069656,5.0,2.0,-3.0,0.0,0.0,-16.0,-3.0
1,8,5,40.72740794,-73.98142006,40.72955361,-73.98057249,9.0,18.0,9.0,0.0,0.0,-6.0,9.0
1,9,-2,40.72110063,-73.9919254,40.716629,-73.982616,2.0,0.0,0,0,0,0.0,-2.0
1,10,1,40.73223272,-73.98889957,40.73261787,-73.99158043,7.0,13.0,6.0,0.0,0.0,-7.0,6.0
1,11,12,40.73221853,-73.98165557,40.73381219,-73.98054421,4.0,14.0,10.0,0.0,0.0,3.0,10.0
1,12,10,40.73381219,-73.98054421,40.73223272,-73.98889957,14.0,7.0,-7.0,0.0,0.0,10.0,-7.0
1,13,14,40.73143724,-73.99490342,40.72706363,-73.99662137,10.0,16.0,6.0,0.0,0.0,-3.0,6.0
1,14,0,40.72706363,-73.99662137,40.72903917,-73.99404649,16.0,25.0,9.0,0.0,0.0,6.0,9.0
1,15,7,40.7292365,-73.99086803,40.7262807,-73.98978041,21.0,5.0,-16.0,0.0,0.0,-4.0,-16.0
2,-2,-1,40.716629,-73.982616,40.716629,-73.982616,25.0,0.0,0,0,0,21.0,-25.0
2,-1,0,40.716629,-73.982616,40.72299208,-73.97995466,0.0,4.0,4.0,0,0,-25.0,4.0
2,0,1,40.72299208,-73.97995466,40.72521311,-73.97768752,4.0,4.0,3.0,0.0,3.0,4.0,0.0
2,1,-2,40.72521311,-73.97768752,40.716629,-73.982616,4.0,25.0,0,0,0,0.0,21.0
obj:,10.899283079385823
unsatisfied:,4.0
travel distance:,6.899283079385823
clock time,2.236685037612915
