v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,25.0,0,0,0,-3.552713678800501e-15,25.0
0,-1,2,40.716629,-73.982616,40.71622644,-73.98261206,25.0,20.0,-5.0,0,0,25.0,-4.9999999999999964
0,0,5,40.71850211,-73.98329859,40.71926081,-73.98178024,11.000000000000004,6.0000000000000036,-5.0,0.0,0.0,-3.0,-5.0
0,1,0,40.71559509,-73.9870295,40.71850211,-73.98329859,13.999999999999996,11.000000000000004,-3.0,0.0,0.0,-6.0,-3.0
0,2,1,40.71622644,-73.98261206,40.71559509,-73.9870295,20.0,13.999999999999996,-6.0,3.552713678800497e-15,0.0,-4.9999999999999964,-6.0
0,3,6,40.72299208,-73.97995466,40.72228087,-73.97668709,0.0,-3.197442310920451e-14,-3.0,0.0,2.9999999999999982,-6.0,-2.575717417130361e-15
0,5,3,40.71926081,-73.98178024,40.72299208,-73.97995466,6.0000000000000036,0.0,-6.0,0.0,0.0,-5.0,-6.0
0,6,-2,40.72228087,-73.97668709,40.716629,-73.982616,-3.197442310920451e-14,0.0,0,0,0,-2.575717417130361e-15,-3.552713678800501e-15
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,12.999999999999993,0,0,0,-25.0,12.999999999999993
1,-1,12,40.716629,-73.982616,40.72066442,-73.98517977,12.999999999999993,6.9999999999999964,-6.0,0,0,12.999999999999993,-6.0
1,0,8,40.71602118,-73.99974372,40.71494807,-74.00234482,6.000000000000007,12.000000000000021,6.0,0.0,0.0,3.0,6.0
1,1,10,40.71605866,-73.99190759,40.72019576,-73.98997825,11.000000000000023,6.999999999999993,-4.0,0.0,0.0,-3.0,-4.0
1,2,4,40.73038599,-74.00214988,40.72243797,-74.00566443,6.0,2.999999999999993,-3.0,0.0,0.0,-5.0,-3.0
1,3,2,40.73224119,-74.00026394,40.73038599,-74.00214988,11.0,6.0,-5.0,0.0,0.0,-4.0,-5.0
1,4,0,40.72243797,-74.00566443,40.71602118,-73.99974372,2.999999999999993,6.000000000000007,3.0,0.0,0.0,-3.0,3.0
1,5,3,40.73401143,-74.00293877,40.73224119,-74.00026394,15.0,11.0,-4.0,0.0,0.0,-5.0,-4.0
1,6,25,40.73492695,-73.99200509,40.73726186,-73.99238967,12.0,25.0,13.0,0.0,0.0,7.0,13.0
1,7,5,40.735238,-74.000271,40.73401143,-74.00293877,20.0,15.0,-5.0,0.0,0.0,-5.0,-5.0
1,8,9,40.71494807,-74.00234482,40.71273266,-74.0046073,12.000000000000021,14.000000000000021,2.0,0.0,0.0,6.0,2.0
1,9,11,40.71273266,-74.0046073,40.71076228,-73.99400398,14.000000000000021,6.000000000000028,-8.0,0.0,0.0,2.0,-8.0
1,10,21,40.72019576,-73.98997825,40.72110063,-73.9919254,6.999999999999993,4.0,-3.0,0.0,0.0,-4.0,-3.0
1,11,13,40.71076228,-73.99400398,40.7158155,-73.99422366,6.000000000000028,14.000000000000028,8.0,0.0,0.0,-8.0,8.0
1,12,18,40.72066442,-73.98517977,40.7262807,-73.98978041,6.9999999999999964,0.0,-7.0,0.0,0.0,-6.0,-7.0
1,13,1,40.7158155,-73.99422366,40.71605866,-73.99190759,14.000000000000028,11.000000000000023,-3.0,0.0,0.0,8.0,-3.0
1,14,15,40.72467721,-73.98783413,40.72621788,-73.98379855,0.9999999999999929,9.0,8.0,0.0,0.0,-3.0,8.0
1,15,17,40.72621788,-73.98379855,40.72779126,-73.98564945,9.0,4.0,-5.0,0.0,0.0,8.0,-5.0
1,16,24,40.72955361,-73.98057249,40.73314259,-73.97573881,6.0,0.0,-6.0,0.0,0.0,6.0,-6.0
1,17,19,40.72779126,-73.98564945,40.72740794,-73.98142006,4.0,0.0,-4.0,0.0,0.0,-5.0,-4.0
1,18,23,40.7262807,-73.98978041,40.73223272,-73.98889957,0.0,5.0,5.0,0.0,0.0,-7.0,5.0
1,19,16,40.72740794,-73.98142006,40.72955361,-73.98057249,0.0,6.0,6.0,0.0,0.0,-4.0,6.0
1,20,-2,40.73587678,-73.98205027,40.716629,-73.982616,25.0,0.0,0,0,0,0.0,-25.0
1,21,14,40.72110063,-73.9919254,40.72467721,-73.98783413,4.0,0.9999999999999929,-3.0,0.0,0.0,-3.0,-3.0
1,22,26,40.73935542,-73.99931783,40.73704984,-73.99009296,8.0,25.0,17.0,0.0,0.0,-3.0,17.0
1,23,6,40.73223272,-73.98889957,40.73492695,-73.99200509,5.0,12.0,7.0,0.0,0.0,5.0,7.0
1,24,27,40.73314259,-73.97573881,40.73704984,-73.99009296,0.0,11.0,11.0,0.0,0.0,-6.0,11.0
1,25,7,40.73726186,-73.99238967,40.735238,-74.000271,25.0,20.0,-5.0,0.0,0.0,13.0,-5.0
1,26,20,40.73704984,-73.99009296,40.73587678,-73.98205027,25.0,25.0,-1.0,0.0,1.0,17.0,0.0
1,27,22,40.73704984,-73.99009296,40.73935542,-73.99931783,11.0,8.0,-3.0,0.0,0.0,11.0,-3.0
2,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,25.0,0,0,0,-25.0,25.0
2,-1,0,40.716629,-73.982616,40.73261787,-73.99158043,25.0,25.0,5.0,0,0,25.0,0.0
2,0,-2,40.73261787,-73.99158043,40.716629,-73.982616,25.0,0.0,0,0,0,0.0,-25.0
obj:,19.98345810766693
unsatisfied:,5.499999999999924
travel distance:,14.483458107667007
clock time,27.10526394844055
