temperature,humidity,visibility,windspeed,condition
0,48.899999999999999,66.0,10.0,4.5999999999999996,1
1,48.899999999999999,69.0,10.0,4.5999999999999996,1
2,48.899999999999999,64.0,10.0,4.5999999999999996,1
3,50.0,52.0,10.0,4.5999999999999996,1
4,50.0,52.0,10.0,4.5999999999999996,1
5,48.899999999999999,56.0,10.0,6.9000000000000004,1
6,50.0,50.0,10.0,5.7999999999999998,1
7,48.899999999999999,50.0,10.0,9.1999999999999993,1
8,50.0,50.0,10.0,4.5999999999999996,1
9,52.0,45.0,10.0,4.5999999999999996,1
10,54.0,40.0,10.0,10.4,1
11,55.0,30.0,10.0,10.4,1
12,57.0,25.0,10.0,10.4,1
13,55.899999999999999,42.0,10.0,4.5999999999999996,1
14,57.0,42.0,10.0,8.0999999999999996,1
15,55.0,45.0,10.0,8.0999999999999996,1
16,54.0,49.0,10.0,3.5,1
17,52.0,53.0,10.0,6.9000000000000004,1
18,52.0,54.0,10.0,4.5999999999999996,1
19,46.899999999999999,77.0,10.0,4.5999999999999996,1
20,48.0,63.0,10.0,6.9000000000000004,1
21,48.899999999999999,61.0,10.0,5.7999999999999998,1
22,46.0,79.0,8.0,5.7999999999999998,1
23,45.0,74.0,10.0,5.7999999999999998,1
