temperature,humidity,visibility,windspeed,condition
0,66.0,70.0,10.0,3.5,1
1,66.0,73.0,10.0,3.5,1
2,66.0,68.0,10.0,3.5,1
3,64.0,78.0,10.0,3.5,1
4,64.900000000000006,75.0,10.0,3.5,1
5,64.0,78.0,10.0,3.5,1
6,64.900000000000006,75.0,10.0,3.5,1
7,66.900000000000006,73.0,10.0,4.5999999999999996,1
8,68.0,73.0,9.0,4.5999999999999996,1
9,71.099999999999994,66.0,9.0,4.5999999999999996,1
10,73.0,61.0,9.0,3.5,1
11,78.099999999999994,52.0,9.0,4.5999999999999996,1
12,79.0,48.0,10.0,3.5,1
13,82.0,45.0,10.0,3.5,1
14,79.0,52.0,10.0,6.9000000000000004,1
15,78.099999999999994,56.0,10.0,5.7999999999999998,1
16,77.0,56.0,10.0,6.9000000000000004,1
17,75.900000000000006,58.0,10.0,3.5,1
18,73.900000000000006,62.0,10.0,5.7999999999999998,1
19,73.0,66.0,10.0,6.9000000000000004,1
20,73.0,68.0,10.0,4.5999999999999996,1
21,72.0,66.0,10.0,3.5,1
22,72.0,61.0,10.0,4.5999999999999996,1
23,71.099999999999994,61.0,10.0,10.4,1
