temperature,humidity,visibility,windspeed,condition
0,34.0,38.0,10.0,10.4,1
1,33.100000000000001,42.0,10.0,6.9000000000000004,1
2,32.0,40.0,10.0,6.9000000000000004,1
3,30.899999999999999,42.0,10.0,6.9000000000000004,1
4,30.0,43.0,10.0,8.0999999999999996,1
5,30.0,43.0,10.0,10.4,1
6,30.0,45.0,10.0,6.9000000000000004,1
7,30.0,45.0,10.0,6.9000000000000004,1
8,30.899999999999999,43.0,10.0,6.9000000000000004,1
9,30.899999999999999,40.0,10.0,8.0999999999999996,1
10,34.0,34.0,10.0,6.9000000000000004,1
11,37.0,30.0,10.0,6.9000000000000004,1
12,36.0,29.0,10.0,6.9000000000000004,1
13,37.0,24.0,10.0,6.9000000000000004,1
14,37.0,23.0,10.0,8.0999999999999996,1
15,39.0,26.0,10.0,6.9000000000000004,1
16,37.0,25.0,10.0,9.1999999999999993,1
17,35.100000000000001,37.0,10.0,5.7999999999999998,1
18,33.100000000000001,42.0,10.0,4.5999999999999996,1
19,30.899999999999999,50.0,10.0,8.0999999999999996,1
20,28.899999999999999,41.0,10.0,12.699999999999999,1
21,27.0,37.0,10.0,11.5,1
22,25.0,36.0,10.0,13.800000000000001,1
23,24.100000000000001,37.0,10.0,13.800000000000001,1
