temperature,humidity,visibility,windspeed,condition
0,28.899999999999999,85.0,3.0,8.0999999999999996,2
1,28.899999999999999,85.0,3.0,10.4,1
2,28.899999999999999,85.0,3.5,8.0500000000000007,2
3,28.899999999999999,87.0,2.25,4.0499999999999998,2
4,28.899999999999999,89.0,1.8999999999999999,3.5,2
5,28.899999999999999,89.0,3.0,4.0499999999999998,2
6,28.899999999999995,87.666666666666671,3.1666666666666665,3.5,3
7,28.899999999999995,85.0,2.3333333333333335,8.0999999999999996,3
8,30.0,85.0,2.5,3.5,1
9,31.633333333333336,80.666666666666671,3.6666666666666665,4.0499999999999998,3
10,36.0,73.0,8.0,8.0999999999999996,1
11,37.899999999999999,70.0,10.0,5.7999999999999998,1
12,39.0,65.0,10.0,4.5999999999999996,1
13,39.899999999999999,68.0,9.0,5.7999999999999998,1
14,41.0,65.0,9.0,5.7999999999999998,1
15,43.0,65.0,8.0,8.0999999999999996,1
16,43.0,65.0,8.5,6.9000000000000004,2
17,45.0,63.0,8.0,3.5,1
18,44.100000000000001,65.0,7.0,6.9000000000000004,1
19,45.0,63.0,8.0,6.9000000000000004,1
20,46.0,63.0,7.0,5.7999999999999998,1
21,46.899999999999999,63.0,7.0,5.7999999999999998,1
22,46.0,63.0,9.0,10.4,1
23,45.0,56.0,10.0,12.699999999999999,1
