temperature,humidity,visibility,windspeed,condition
0,43.0,65.0,10.0,5.7999999999999998,1
1,41.0,67.0,10.0,6.9000000000000004,1
2,41.0,65.0,10.0,9.1999999999999993,1
3,39.0,55.0,10.0,11.5,1
4,37.899999999999999,48.0,10.0,15.0,1
5,36.0,48.0,10.0,8.0999999999999996,1
6,36.0,48.0,10.0,11.5,1
7,36.0,48.0,10.0,12.699999999999999,1
8,37.0,46.0,10.0,9.1999999999999993,1
9,37.0,44.0,10.0,13.800000000000001,1
10,37.899999999999999,39.0,10.0,6.9000000000000004,1
11,39.899999999999999,38.0,10.0,8.0999999999999996,1
12,39.899999999999999,35.0,10.0,8.0999999999999996,1
13,41.0,33.0,10.0,5.7999999999999998,1
14,41.0,32.0,10.0,8.0999999999999996,1
15,42.100000000000001,32.0,10.0,10.4,1
16,41.0,33.0,10.0,4.5999999999999996,1
17,39.899999999999999,35.0,10.0,9.1999999999999993,1
18,39.0,41.0,10.0,6.9000000000000004,1
19,37.899999999999999,41.0,10.0,11.5,1
20,37.0,42.0,10.0,8.0999999999999996,1
21,37.0,41.0,10.0,9.1999999999999993,1
22,37.0,41.0,10.0,8.0999999999999996,1
23,36.0,44.0,10.0,6.9000000000000004,1
