temperature,humidity,visibility,windspeed,condition
0,28.0,58.0,10.0,12.699999999999999,1
1,27.0,56.0,10.0,5.7999999999999998,1
2,26.100000000000001,55.0,10.0,8.0999999999999996,1
3,24.100000000000001,60.0,10.0,11.5,1
4,24.100000000000001,60.0,10.0,12.699999999999999,1
5,23.0,63.0,10.0,10.4,1
6,21.899999999999999,63.0,10.0,10.4,1
7,21.899999999999999,58.0,10.0,10.4,1
8,23.0,53.0,10.0,8.0999999999999996,1
9,26.100000000000001,51.0,10.0,11.5,1
10,27.0,49.0,10.0,6.9000000000000004,1
11,28.899999999999999,43.0,10.0,8.0999999999999996,1
12,30.899999999999999,40.0,10.0,12.699999999999999,1
13,32.0,38.0,10.0,5.7999999999999998,1
14,33.100000000000001,37.0,10.0,5.7999999999999998,1
15,33.100000000000001,35.0,10.0,3.5,1
16,32.0,38.0,10.0,4.5999999999999996,1
17,30.899999999999999,42.0,10.0,12.699999999999999,1
18,30.899999999999999,42.0,10.0,12.699999999999999,1
19,30.0,54.0,10.0,5.7999999999999998,1
20,28.899999999999999,56.0,10.0,12.699999999999999,1
21,28.0,61.0,10.0,3.5,1
22,28.899999999999999,58.0,10.0,4.5999999999999996,1
23,28.899999999999999,58.0,10.0,12.699999999999999,1
