temperature,humidity,visibility,windspeed,condition
0,57.0,87.0,10.0,3.5,1
1,55.899999999999999,90.0,10.0,3.5,1
2,55.899999999999999,87.0,10.0,4.5999999999999996,2
3,55.450000000000003,86.5,8.5,4.5999999999999996,2
4,55.0,93.0,10.0,3.5,1
5,55.450000000000003,88.0,10.0,3.5,2
6,55.899999999999999,90.0,10.0,6.9000000000000004,1
7,55.899999999999999,90.0,10.0,3.5,1
8,57.0,87.0,10.0,3.5,2
9,57.899999999999999,84.0,10.0,4.5999999999999996,1
10,59.0,81.0,10.0,4.5999999999999996,1
11,59.0,81.0,10.0,3.5,1
12,59.0,83.0,10.0,4.5999999999999996,1
13,57.899999999999999,84.0,10.0,4.5999999999999996,1
14,57.0,93.0,3.25,4.5999999999999996,2
15,56.450000000000003,95.0,10.0,8.0999999999999996,2
16,57.899999999999999,90.0,10.0,6.8999999999999995,2
17,57.899999999999999,93.0,10.0,3.5,1
18,57.899999999999999,87.0,10.0,4.5999999999999996,1
19,57.899999999999999,90.0,9.0,3.5,1
20,57.899999999999999,90.0,8.0,4.0499999999999998,2
21,57.899999999999999,97.0,5.0,4.5999999999999996,1
22,57.899999999999999,97.0,2.3333333333333335,4.5999999999999996,2
23,57.899999999999999,97.0,2.0,3.5,1
