temperature,humidity,visibility,windspeed,condition
0,66.900000000000006,73.0,10.0,3.5,2
1,66.900000000000006,73.0,10.0,3.5,1
2,64.900000000000006,78.0,10.0,4.5999999999999996,1
3,66.900000000000006,73.0,10.0,3.5,1
4,66.0,78.0,10.0,3.5,1
5,66.0,78.0,10.0,3.5,1
6,66.0,81.0,10.0,3.5,1
7,66.900000000000006,79.0,8.0,3.5,1
8,68.0,76.0,7.0,4.5999999999999996,1
9,69.099999999999994,75.0,8.0,6.9000000000000004,1
10,70.0,73.0,8.0,3.5,1
11,73.900000000000006,66.0,10.0,4.5999999999999996,1
12,73.900000000000006,64.0,10.0,3.5,1
13,74.450000000000003,66.0,9.5,3.5,2
14,77.0,62.0,10.0,5.7999999999999998,1
15,78.099999999999994,62.0,10.0,3.5,1
16,77.549999999999997,61.0,10.0,3.5,2
17,75.900000000000006,67.0,10.0,3.5,1
18,73.900000000000006,71.0,10.0,4.5999999999999996,1
19,73.0,73.0,10.0,3.5,1
20,66.900000000000006,73.0,10.0,3.5,2
21,73.0,76.0,10.0,3.5,1
22,73.0,76.0,10.0,4.5999999999999996,1
23,73.0,79.0,10.0,4.5999999999999996,1
