temperature,humidity,visibility,windspeed,condition
0,70.0,87.0,10.0,3.5,1
1,70.0,87.0,9.0,3.5,1
2,70.0,90.0,6.0,3.5,1
3,69.099999999999994,93.0,6.0,3.5,1
4,69.099999999999994,93.0,5.0,3.5,1
5,69.099999999999994,90.0,6.0,3.5,1
6,70.0,90.0,4.5,3.5,2
7,71.099999999999994,87.0,4.666666666666667,3.5,3
8,73.0,81.0,5.0,3.5,1
9,74.450000000000003,79.0,5.0,3.5,2
10,79.0,66.0,7.0,3.5,1
11,82.900000000000006,54.0,9.0,3.5,1
12,84.900000000000006,53.0,9.0,4.5999999999999996,1
13,86.0,48.0,10.0,3.5,1
14,84.900000000000006,55.0,10.0,5.7999999999999998,1
15,84.0,61.0,10.0,6.9000000000000004,1
16,81.0,60.0,10.0,6.9000000000000004,1
17,81.0,58.0,10.0,4.5999999999999996,1
18,79.0,64.0,10.0,3.5,1
19,78.099999999999994,66.0,10.0,3.5,1
20,78.099999999999994,66.0,10.0,3.5,1
21,70.0,87.0,10.0,3.5,1
22,70.0,87.0,10.0,3.5,1
23,75.900000000000006,71.0,10.0,3.5,1
