temperature,humidity,visibility,windspeed,condition
0,64.0,60.0,10.0,3.5,1
1,64.0,60.0,10.0,3.5,1
2,63.0,63.0,10.0,3.5,1
3,63.0,63.0,10.0,3.5,1
4,61.0,70.0,10.0,3.5,1
5,62.100000000000001,65.0,10.0,3.5,1
6,64.0,60.0,9.0,3.5,1
7,66.0,54.0,9.0,4.5999999999999996,1
8,70.0,46.0,9.0,4.5999999999999996,1
9,73.0,41.0,9.0,5.7999999999999998,1
10,78.099999999999994,32.0,9.0,6.9000000000000004,1
11,82.900000000000006,32.0,9.0,4.5999999999999996,1
12,84.900000000000006,25.0,8.0,3.5,1
13,86.0,26.0,8.0,6.9000000000000004,1
14,87.099999999999994,20.0,7.0,3.5,1
15,86.0,22.0,8.0,5.7999999999999998,1
16,86.0,23.0,8.0,6.9000000000000004,1
17,84.900000000000006,24.0,7.0,4.5999999999999996,1
18,82.900000000000006,24.0,8.0,4.5999999999999996,1
19,82.900000000000006,24.0,8.0,3.5,1
20,80.099999999999994,26.0,9.0,4.5999999999999996,1
21,80.099999999999994,28.0,9.0,3.5,1
22,78.099999999999994,32.0,9.0,6.9000000000000004,1
23,77.0,33.0,9.0,4.5999999999999996,1
