temperature,humidity,visibility,windspeed,condition
0,81.0,44.0,10.0,3.5,1
1,79.0,50.0,10.0,3.5,1
2,78.099999999999994,56.0,10.0,3.5,1
3,79.0,52.0,10.0,4.5999999999999996,1
4,77.0,52.0,10.0,3.5,1
5,75.900000000000006,56.0,10.0,4.5999999999999996,1
6,77.0,58.0,9.0,4.5999999999999996,1
7,79.0,54.0,9.0,3.5,1
8,79.0,52.0,9.0,3.5,1
9,81.0,52.0,9.0,6.9000000000000004,1
10,84.900000000000006,44.0,9.0,3.5,1
11,88.0,39.0,9.0,3.5,1
12,91.0,34.0,9.0,3.5,1
13,91.900000000000006,34.0,9.0,5.7999999999999998,1
14,93.0,31.0,9.0,3.5,1
15,89.099999999999994,43.0,8.0,4.5999999999999996,1
16,88.0,43.0,9.0,5.7999999999999998,1
17,86.0,51.0,8.0,3.5,1
18,84.900000000000006,53.0,8.0,3.5,1
19,84.0,56.0,8.0,3.5,1
20,82.900000000000006,56.0,9.0,5.7999999999999998,1
21,82.900000000000006,56.0,9.0,5.7999999999999998,1
22,82.0,60.0,9.0,4.5999999999999996,1
23,81.0,62.0,9.0,3.5,1
