temperature,humidity,visibility,windspeed,condition
0,80.099999999999994,52.0,10.0,5.7999999999999998,1
1,80.099999999999994,50.0,10.0,4.5999999999999996,1
2,77.0,58.0,10.0,5.7999999999999998,1
3,75.900000000000006,60.0,10.0,5.7999999999999998,1
4,75.0,66.0,10.0,5.7999999999999998,1
5,75.0,64.0,9.0,3.5,1
6,77.0,60.0,9.0,4.5999999999999996,1
7,78.099999999999994,54.0,9.0,4.5999999999999996,1
8,80.099999999999994,50.0,9.0,3.5,1
9,82.0,49.0,9.0,4.5999999999999996,1
10,84.0,44.0,9.0,4.5999999999999996,1
11,88.0,43.0,9.0,4.5999999999999996,1
12,90.0,38.0,9.0,5.7999999999999998,1
13,90.0,40.0,9.0,5.7999999999999998,1
14,88.0,39.0,9.0,3.5,1
15,89.099999999999994,40.0,9.0,5.7999999999999998,1
16,87.099999999999994,44.0,9.0,4.5999999999999996,1
17,87.099999999999994,44.0,9.0,4.5999999999999996,1
18,86.0,48.0,9.0,5.7999999999999998,1
19,84.0,53.0,8.0,5.7999999999999998,1
20,82.900000000000006,54.0,10.0,5.7999999999999998,1
21,82.900000000000006,56.0,10.0,3.5,1
22,81.0,60.0,10.0,5.7999999999999998,1
23,80.099999999999994,67.0,9.0,5.7999999999999998,1
