temperature,humidity,visibility,windspeed,condition
0,72.0,93.0,10.0,3.5,2
1,72.950000000000003,90.0,9.0,4.6500000000000004,2
2,72.0,97.0,7.0,3.5,1
3,72.0,93.0,6.0,3.5,1
4,72.0,93.0,7.0,3.5,1
5,72.0,93.0,5.75,3.5,4
6,73.0,90.0,10.0,3.5,1
7,75.0,82.0,10.0,6.9000000000000004,1
8,75.900000000000006,71.0,10.0,4.5999999999999996,1
9,78.099999999999994,64.0,10.0,3.5,1
10,80.099999999999994,58.0,10.0,8.0999999999999996,1
11,82.900000000000006,51.0,10.0,3.5,1
12,86.0,44.0,10.0,5.7999999999999998,1
13,86.0,49.0,10.0,4.5999999999999996,1
14,87.099999999999994,44.0,10.0,3.5,1
15,86.0,44.0,10.0,9.1999999999999993,1
16,86.0,49.0,10.0,6.9000000000000004,1
17,84.900000000000006,48.0,10.0,4.5999999999999996,1
18,84.900000000000006,49.0,10.0,5.7999999999999998,1
19,84.900000000000006,46.0,10.0,5.7999999999999998,1
20,82.900000000000006,47.0,10.0,3.5,1
21,82.900000000000006,49.0,10.0,9.1999999999999993,1
22,82.900000000000006,51.0,10.0,5.7999999999999998,1
23,82.0,54.0,10.0,4.5999999999999996,1
