temperature,humidity,visibility,windspeed,condition
0,9.0,38.0,10.0,9.1999999999999993,1
1,8.0999999999999996,40.0,10.0,11.5,1
2,8.0999999999999996,40.0,10.0,13.800000000000001,1
3,8.0999999999999996,46.0,10.0,10.4,1
4,8.0999999999999996,46.0,10.0,13.800000000000001,1
5,9.0,46.0,10.0,9.1999999999999993,1
6,9.0,46.0,10.0,11.5,1
7,9.0,51.0,10.0,5.7999999999999998,1
8,10.9,51.0,10.0,6.9000000000000004,1
9,12.9,49.0,10.0,9.1999999999999993,1
10,16.0,45.0,10.0,4.5999999999999996,1
11,18.0,41.0,10.0,9.1999999999999993,1
12,19.899999999999999,40.0,10.0,6.9000000000000004,1
13,19.899999999999999,40.0,10.0,8.0999999999999996,1
14,19.899999999999999,40.0,10.0,6.9000000000000004,1
15,19.899999999999999,42.0,10.0,4.5999999999999996,1
16,19.0,42.0,10.0,6.9000000000000004,1
17,18.0,48.0,10.0,9.1999999999999993,1
18,18.0,44.0,10.0,10.4,1
19,17.100000000000001,43.0,10.0,11.5,1
20,16.0,43.0,10.0,10.4,1
21,17.100000000000001,41.0,10.0,10.4,1
22,18.0,44.0,10.0,5.7999999999999998,1
23,19.0,46.0,10.0,5.7999999999999998,1
