temperature,humidity,visibility,windspeed,condition
0,68.0,83.5,8.5,6.3499999999999996,2
1,68.0,84.0,9.0,6.9000000000000004,1
2,68.0,81.0,9.0,5.7999999999999998,1
3,66.900000000000006,84.0,9.0,4.5999999999999996,1
4,66.0,87.0,5.0,5.7999999999999998,1
5,65.63333333333334,88.0,7.333333333333333,5.0333333333333341,3
6,66.0,84.0,9.0,4.5999999999999996,1
7,66.0,84.0,8.0,4.5999999999999996,1
8,66.900000000000006,80.0,8.5,4.5999999999999996,2
9,68.0,76.0,8.0,4.5999999999999996,1
10,70.0,76.0,8.0,3.5,1
11,71.099999999999994,73.0,8.0,4.5999999999999996,1
12,72.0,71.0,8.0,6.9000000000000004,1
13,72.0,76.0,8.0,3.5,1
14,71.099999999999994,81.0,8.0,6.3499999999999996,1
15,71.099999999999994,78.0,8.0,6.3499999999999996,1
16,70.36666666666666,81.0,7.333333333333333,6.3499999999999996,3
17,71.099999999999994,81.0,7.0,4.5999999999999996,1
18,70.0,84.0,6.0,6.3499999999999996,1
19,70.0,81.0,6.0,4.5999999999999996,1
20,68.549999999999997,87.0,5.5,3.5,1
21,68.0,87.0,5.0,3.5,1
22,66.900000000000006,93.0,1.6499999999999999,4.9249999999999998,2
23,66.900000000000006,93.0,4.125,4.5999999999999996,3
