temperature,humidity,visibility,windspeed,condition
0,53.100000000000001,55.0,10.0,4.5999999999999996,1
1,52.0,57.0,10.0,5.7999999999999998,1
2,51.100000000000001,56.0,10.0,9.1999999999999993,1
3,48.899999999999999,59.0,10.0,3.5,1
4,48.0,61.0,10.0,6.9000000000000004,1
5,46.899999999999999,63.0,10.0,6.9000000000000004,1
6,46.899999999999999,63.0,10.0,4.5999999999999996,1
7,46.899999999999999,61.0,10.0,3.5,1
8,48.0,58.0,10.0,4.5999999999999996,1
9,50.0,48.0,10.0,9.1999999999999993,1
10,53.100000000000001,43.0,10.0,6.9000000000000004,1
11,57.0,33.0,10.0,9.1999999999999993,1
12,60.100000000000001,32.0,10.0,5.7999999999999998,1
13,61.0,30.0,10.0,4.5999999999999996,1
14,63.0,28.0,10.0,4.5999999999999996,1
15,62.100000000000001,32.0,10.0,5.7999999999999998,1
16,61.0,36.0,10.0,4.5999999999999996,1
17,59.0,39.0,10.0,4.5999999999999996,1
18,59.0,36.0,10.0,6.9000000000000004,1
19,57.0,44.0,10.0,4.5999999999999996,1
20,55.899999999999999,42.0,10.0,5.7999999999999998,1
21,52.0,50.0,10.0,4.5999999999999996,1
22,52.0,49.0,10.0,3.5,1
23,51.100000000000001,54.0,10.0,4.5999999999999996,1
