temperature,humidity,visibility,windspeed,condition
0,72.0,49.0,10.0,9.1999999999999993,1
1,70.0,53.0,10.0,6.9000000000000004,1
2,68.0,56.0,10.0,8.0999999999999996,1
3,66.900000000000006,61.0,10.0,6.9000000000000004,1
4,66.0,63.0,10.0,5.7999999999999998,1
5,64.900000000000006,65.0,10.0,4.5999999999999996,1
6,66.0,63.0,10.0,5.7999999999999998,1
7,68.0,61.0,10.0,4.5999999999999996,1
8,71.099999999999994,55.0,10.0,3.5,1
9,72.0,53.0,10.0,6.9000000000000004,1
10,73.900000000000006,50.0,10.0,4.5999999999999996,1
11,79.0,40.0,10.0,3.5,1
12,82.0,37.0,10.0,9.1999999999999993,1
13,84.0,37.0,10.0,9.1999999999999993,1
14,81.0,41.0,10.0,3.5,1
15,79.0,44.0,10.0,5.7999999999999998,1
16,78.099999999999994,45.0,10.0,4.5999999999999996,1
17,73.0,53.0,10.0,6.9000000000000004,1
18,72.0,57.0,10.0,4.5999999999999996,1
19,71.099999999999994,59.0,10.0,5.7999999999999998,1
20,68.0,68.0,10.0,3.5,1
21,66.900000000000006,73.0,10.0,3.5,1
22,68.0,73.0,10.0,9.1999999999999993,1
23,68.0,78.0,9.0,9.1999999999999993,1
