temperature,humidity,visibility,windspeed,condition
0,42.100000000000001,45.0,10.0,6.9000000000000004,1
1,41.0,47.0,10.0,9.1999999999999993,1
2,41.0,43.0,10.0,8.0999999999999996,1
3,39.899999999999999,47.0,10.0,6.9000000000000004,1
4,39.0,49.0,10.0,6.9000000000000004,1
5,37.899999999999999,48.0,10.0,6.9000000000000004,1
6,37.0,50.0,10.0,4.5999999999999996,1
7,36.0,48.0,10.0,6.9000000000000004,1
8,37.0,42.0,10.0,6.9000000000000004,1
9,37.899999999999999,41.0,10.0,6.9000000000000004,1
10,39.899999999999999,40.0,10.0,5.7999999999999998,1
11,42.100000000000001,45.0,10.0,6.9000000000000004,1
12,42.100000000000001,45.0,10.0,6.9000000000000004,1
13,46.0,34.0,10.0,6.9000000000000004,1
14,48.0,32.0,10.0,6.9000000000000004,1
15,48.0,34.0,10.0,5.7999999999999998,1
16,48.0,34.0,10.0,6.9000000000000004,1
17,42.100000000000001,60.0,10.0,5.7999999999999998,1
18,42.100000000000001,65.0,10.0,6.9000000000000004,1
19,42.100000000000001,70.0,9.0,6.9000000000000004,1
20,42.100000000000001,73.0,8.0,3.5,1
21,43.0,71.0,8.0,6.9000000000000004,1
22,44.100000000000001,63.0,10.0,6.9000000000000004,1
23,42.100000000000001,73.0,8.0,4.5999999999999996,1
