temperature,humidity,visibility,windspeed,condition
0,52.0,53.0,10.0,5.7999999999999998,1
1,51.100000000000001,52.0,10.0,9.1999999999999993,1
2,51.100000000000001,52.0,10.0,5.7999999999999998,1
3,50.0,54.0,10.0,5.7999999999999998,1
4,48.899999999999999,56.0,10.0,5.7999999999999998,1
5,48.0,58.0,10.0,4.5999999999999996,1
6,46.0,61.0,10.0,5.7999999999999998,1
7,46.0,56.0,10.0,6.9000000000000004,1
8,46.899999999999999,54.0,10.0,9.1999999999999993,1
9,50.0,48.0,10.0,10.4,1
10,50.0,48.0,10.0,5.7999999999999998,1
11,51.100000000000001,46.0,10.0,8.0999999999999996,1
12,52.0,47.0,10.0,10.4,1
13,51.100000000000001,48.0,10.0,6.9000000000000004,1
14,51.100000000000001,50.0,10.0,8.0999999999999996,1
15,50.0,54.0,10.0,5.7999999999999998,1
16,48.899999999999999,54.0,10.0,6.9000000000000004,1
17,48.899999999999999,59.0,10.0,5.7999999999999998,1
18,50.0,59.0,10.0,5.7999999999999998,1
19,50.0,63.0,10.0,4.5999999999999996,2
20,48.899999999999999,77.0,4.0,5.7999999999999998,1
21,49.633333333333333,83.0,3.1666666666666665,3.5,2
22,50.0,83.0,8.25,3.5,3
23,50.0,76.5,10.0,4.5999999999999996,2
