temperature,humidity,visibility,windspeed,condition
0,66.900000000000006,45.0,10.0,5.7999999999999998,1
1,64.900000000000006,47.0,10.0,5.7999999999999998,1
2,63.0,52.0,10.0,3.5,1
3,61.0,52.0,10.0,3.5,1
4,59.0,58.0,10.0,5.7999999999999998,1
5,57.0,64.0,10.0,5.7999999999999998,1
6,60.100000000000001,55.0,10.0,5.7999999999999998,1
7,63.0,48.0,10.0,5.7999999999999998,1
8,64.900000000000006,47.0,10.0,3.5,1
9,66.900000000000006,44.0,10.0,4.5999999999999996,1
10,70.0,42.0,10.0,5.7999999999999998,1
11,72.0,38.0,10.0,6.9000000000000004,1
12,73.900000000000006,34.0,10.0,9.1999999999999993,1
13,72.0,40.0,10.0,5.7999999999999998,1
14,72.0,41.0,10.0,5.7999999999999998,1
15,73.0,29.0,10.0,6.9000000000000004,1
16,73.900000000000006,29.0,10.0,5.7999999999999998,1
17,73.0,22.0,10.0,10.4,1
18,72.0,30.0,10.0,11.5,1
19,70.0,32.0,10.0,5.7999999999999998,1
20,68.0,35.0,10.0,5.7999999999999998,1
21,66.900000000000006,36.0,10.0,4.5999999999999996,1
22,64.900000000000006,39.0,10.0,3.5,1
23,63.0,40.0,10.0,3.5,1
